GeneID	GeneName	seed	spikelet	stem
SORBI_3002G333001	SORBI_3002G333001		1	
SORBI_3002G333100	SORBI_3002G333100	17	22	25
SORBI_3002G333300	SORBI_3002G333300		1	2
SORBI_3002G333500	SORBI_3002G333500	19	36	37
SORBI_3002G333600	SORBI_3002G333600	10	14	16
SORBI_3002G333700	SORBI_3002G333700	45	71	113
SORBI_3002G333800	SORBI_3002G333800	6	7	16
SORBI_3002G334100	SORBI_3002G334100			15
SORBI_3002G334400	SORBI_3002G334400		19	
SORBI_3002G334500	SORBI_3002G334500			0.7
SORBI_3002G334600	SORBI_3002G334600	12	16	21
SORBI_3002G334700	SORBI_3002G334700	1	4	2
SORBI_3002G334900	SORBI_3002G334900	13	23	37
SORBI_3002G335000	SORBI_3002G335000	9	24	21
SORBI_3002G335100	SORBI_3002G335100			9
SORBI_3002G335200	SORBI_3002G335200	0.7	2	14
SORBI_3002G335300	SORBI_3002G335300	5	32	29
SORBI_3002G335400	SORBI_3002G335400		0.9	0.9
SORBI_3002G335600	SORBI_3002G335600	79	58	91
SORBI_3002G335700	SORBI_3002G335700	5	8	9
SORBI_3002G335900	SORBI_3002G335900	4	10	4
SORBI_3002G336000	SORBI_3002G336000	4	9	9
SORBI_3002G336100	SORBI_3002G336100	0.9	1	
SORBI_3002G336200	SORBI_3002G336200	9	13	14
SORBI_3002G336400	SORBI_3002G336400	1	1	0.8
SORBI_3002G336500	SORBI_3002G336500	0.6	0.8	
SORBI_3002G336600	SORBI_3002G336600	15	9	11
SORBI_3002G336800	SORBI_3002G336800	4	6	11
SORBI_3002G337001	SORBI_3002G337001	2	6	6
SORBI_3002G337100	SORBI_3002G337100		4	1
SORBI_3002G337300	SORBI_3002G337300	48	45	64
SORBI_3002G337400	SORBI_3002G337400		0.5	0.8
SORBI_3002G337500	SORBI_3002G337500	2	8	33
SORBI_3002G337600	SORBI_3002G337600	3	3	7
SORBI_3002G337700	SORBI_3002G337700	20	14	14
SORBI_3002G337800	SORBI_3002G337800			0.7
SORBI_3002G338000	SORBI_3002G338000	97	551	249
SORBI_3002G338100	SORBI_3002G338100	50	121	130
SORBI_3002G338200	SORBI_3002G338200	28	44	73
SORBI_3002G338250	SORBI_3002G338250	9	0.5	2
SORBI_3002G338300	SORBI_3002G338300	12	49	45
SORBI_3002G338400	SORBI_3002G338400	1	30	24
SORBI_3002G338500	SORBI_3002G338500	1	15	8
SORBI_3002G338600	SORBI_3002G338600	8		
SORBI_3002G338700	SORBI_3002G338700	4	12	10
SORBI_3002G338800	SORBI_3002G338800		0.6	
SORBI_3002G338900	SORBI_3002G338900	2	6	6
SORBI_3002G339000	SORBI_3002G339000	1	3	3
SORBI_3002G339100	SORBI_3002G339100	4	2	2
SORBI_3002G339200	SORBI_3002G339200	77	277	138
SORBI_3002G339300	SORBI_3002G339300	25	42	68
SORBI_3002G339400	SORBI_3002G339400	8	7	10
SORBI_3002G339500	SORBI_3002G339500	14	32	30
SORBI_3002G339600	SORBI_3002G339600	180	257	286
SORBI_3002G339666	SORBI_3002G339666		0.6	
SORBI_3002G339732	SORBI_3002G339732	1	1	0.7
SORBI_3002G339800	SORBI_3002G339800	42	34	45
SORBI_3002G339900	SORBI_3002G339900	5	3	9
SORBI_3002G340000	SORBI_3002G340000	4	8	12
SORBI_3002G340100	SORBI_3002G340100	183	346	476
SORBI_3002G340200	SORBI_3002G340200	3	6	9
SORBI_3002G340350	SORBI_3002G340350		0.8	0.5
SORBI_3002G340500	SORBI_3002G340500	0.5	1	1
SORBI_3002G340600	SORBI_3002G340600		11	
SORBI_3002G340700	SORBI_3002G340700	46	69	36
SORBI_3002G340900	SORBI_3002G340900	61	93	148
SORBI_3002G341000	SORBI_3002G341000	10	13	23
SORBI_3002G341100	SORBI_3002G341100	30	15	16
SORBI_3002G341200	SORBI_3002G341200	44	37	83
SORBI_3002G341300	SORBI_3002G341300	2	1	1
SORBI_3002G341400	SORBI_3002G341400	0.5		
SORBI_3002G341500	SORBI_3002G341500	6	24	22
SORBI_3002G341600	SORBI_3002G341600	1	3	3
SORBI_3002G341700	SORBI_3002G341700	53	35	166
SORBI_3002G341800	SORBI_3002G341800	72	84	123
SORBI_3002G341900	SORBI_3002G341900		3	8
SORBI_3002G342000	SORBI_3002G342000	13	32	23
SORBI_3002G342100	SORBI_3002G342100	23	2	31
SORBI_3002G342300	SORBI_3002G342300	14	20	25
SORBI_3002G342500	SORBI_3002G342500	25	55	54
SORBI_3002G342600	SORBI_3002G342600	2	7	16
SORBI_3002G342700	SORBI_3002G342700	1	2	2
SORBI_3002G342800	SORBI_3002G342800	1	6	5
SORBI_3002G343000	SORBI_3002G343000	43	15	19
SORBI_3002G343100	SORBI_3002G343100	4	3	4
SORBI_3002G343200	SORBI_3002G343200	19	15	24
SORBI_3002G343300	SORBI_3002G343300	11	16	17
SORBI_3002G343400	SORBI_3002G343400	27	35	49
SORBI_3002G343500	SORBI_3002G343500	19	59	64
SORBI_3002G343600	SORBI_3002G343600	71	371	55
SORBI_3002G343700	SORBI_3002G343700		10	7
SORBI_3002G343800	SORBI_3002G343800	3	5	10
SORBI_3002G343901	SORBI_3002G343901	11	18	27
SORBI_3002G344000	SORBI_3002G344000	27	41	61
SORBI_3002G344100	SORBI_3002G344100	3	6	4
SORBI_3002G344201	SORBI_3002G344201		0.6	
SORBI_3002G344301	SORBI_3002G344301		0.7	
SORBI_3002G344400	SORBI_3002G344400		1	
SORBI_3002G344500	SORBI_3002G344500	9	11	17
SORBI_3002G344600	SORBI_3002G344600	10	8	10
SORBI_3002G344800	SORBI_3002G344800	5		
SORBI_3002G344900	SORBI_3002G344900	1		
SORBI_3002G345000	SORBI_3002G345000		9	
SORBI_3002G345100	SORBI_3002G345100		3	
SORBI_3002G345200	SORBI_3002G345200	2	24	21
SORBI_3002G345300	SORBI_3002G345300	16	35	41
SORBI_3002G345400	SORBI_3002G345400	393	3	
SORBI_3002G345500	SORBI_3002G345500	8	0.6	
SORBI_3002G345600	SORBI_3002G345600	28		
SORBI_3002G345700	SORBI_3002G345700	46	75	98
SORBI_3002G345800	SORBI_3002G345800	130	114	47
SORBI_3002G345850	SORBI_3002G345850		16	6
SORBI_3002G346100	SORBI_3002G346100		7	0.6
SORBI_3002G346200	SORBI_3002G346200	76	92	142
SORBI_3002G346250	SORBI_3002G346250	12	13	21
SORBI_3002G346300	SORBI_3002G346300	1	1	3
SORBI_3002G346400	SORBI_3002G346400	29	17	17
SORBI_3002G346600	SORBI_3002G346600	4	5	8
SORBI_3002G346700	SORBI_3002G346700		0.7	
SORBI_3002G346800	SORBI_3002G346800		2	
SORBI_3002G346900	SORBI_3002G346900	24	28	35
SORBI_3002G347000	SORBI_3002G347000	17	28	34
SORBI_3002G347200	SORBI_3002G347200			0.8
SORBI_3002G347300	SORBI_3002G347300		2	3
SORBI_3002G347400	SORBI_3002G347400	0.8	2	3
SORBI_3002G347500	SORBI_3002G347500	3	14	5
SORBI_3002G347600	SORBI_3002G347600	6	7	8
SORBI_3002G347700	SORBI_3002G347700	10	11	16
SORBI_3002G347800	SORBI_3002G347800	0.7		0.7
SORBI_3002G347900	SORBI_3002G347900	21	20	29
SORBI_3002G348000	SORBI_3002G348000	22	57	63
SORBI_3002G348100	SORBI_3002G348100	15	24	19
SORBI_3002G348300	SORBI_3002G348300		0.6	
SORBI_3002G348400	SORBI_3002G348400	79	148	85
SORBI_3002G348500	SORBI_3002G348500	1	0.5	1
SORBI_3002G348600	SORBI_3002G348600	41	41	50
SORBI_3002G348700	SORBI_3002G348700	15	27	101
SORBI_3002G348900	SORBI_3002G348900	0.5	2	2
SORBI_3002G349000	SORBI_3002G349000	14	4	1
SORBI_3002G349100	SORBI_3002G349100	66	93	90
SORBI_3002G349300	SORBI_3002G349300	86	1628	378
SORBI_3002G349400	SORBI_3002G349400	169	2488	948
SORBI_3002G349500	SORBI_3002G349500	0.5	1	5
SORBI_3002G349600	SORBI_3002G349600	0.9		
SORBI_3002G349800	SORBI_3002G349800		3	
SORBI_3002G349900	SORBI_3002G349900	3	6	4
SORBI_3002G350100	SORBI_3002G350100		2	
SORBI_3002G350200	SORBI_3002G350200		0.5	
SORBI_3002G350300	SORBI_3002G350300	55	98	131
SORBI_3002G350400	SORBI_3002G350400	163	290	336
SORBI_3002G350500	SORBI_3002G350500		1	0.9
SORBI_3002G350600	SORBI_3002G350600	23	33	61
SORBI_3002G350700	SORBI_3002G350700		2	3
SORBI_3002G350800	SORBI_3002G350800	0.5	5	7
SORBI_3002G350901	SORBI_3002G350901		1	5
SORBI_3002G351000	SORBI_3002G351000		1	19
SORBI_3002G351100	SORBI_3002G351100	13	12	9
SORBI_3002G351200	SORBI_3002G351200	2	5	4
SORBI_3002G351300	SORBI_3002G351300	0.7	2	0.5
SORBI_3002G351400	SORBI_3002G351400	37	48	5
SORBI_3002G351500	SORBI_3002G351500		336	
SORBI_3002G351600	SORBI_3002G351600	12	27	24
SORBI_3002G351700	SORBI_3002G351700	7	8	10
SORBI_3002G351900	SORBI_3002G351900	19	46	52
SORBI_3002G352000	SORBI_3002G352000	1	56	11
SORBI_3002G352100	SORBI_3002G352100	36	458	203
SORBI_3002G352200	SORBI_3002G352200	77	218	117
SORBI_3002G352401	SORBI_3002G352401	12	0.5	
SORBI_3002G352501	SORBI_3002G352501	3		
SORBI_3002G352600	SORBI_3002G352600	24	27	33
SORBI_3002G352700	SORBI_3002G352700	53	76	63
SORBI_3002G352800	SORBI_3002G352800	13	15	14
SORBI_3002G352900	SORBI_3002G352900	2	2	
SORBI_3002G353000	SORBI_3002G353000	41	53	77
SORBI_3002G353200	SORBI_3002G353200	9	22	23
SORBI_3002G353300	SORBI_3002G353300	9	16	22
SORBI_3002G353400	SORBI_3002G353400	53	86	158
SORBI_3002G353500	SORBI_3002G353500	33	32	54
SORBI_3002G353600	SORBI_3002G353600	28	23	28
SORBI_3002G353700	SORBI_3002G353700	8	21	30
SORBI_3002G353800	SORBI_3002G353800	1	1	1
SORBI_3002G353900	SORBI_3002G353900	1	14	1
SORBI_3002G354000	SORBI_3002G354000	4	33	22
SORBI_3002G354200	SORBI_3002G354200	0.8		
SORBI_3002G354501	SORBI_3002G354501	182	123	94
SORBI_3002G354600	SORBI_3002G354600	11	20	28
SORBI_3002G354700	SORBI_3002G354700	2	2	2
SORBI_3002G354800	SORBI_3002G354800	13	8	3
SORBI_3002G354900	SORBI_3002G354900	13	20	45
SORBI_3002G355000	SORBI_3002G355000	56	48	75
SORBI_3002G355100	SORBI_3002G355100	9	43	13
SORBI_3002G355200	SORBI_3002G355200	4	1	2
SORBI_3002G355300	SORBI_3002G355300	30	71	48
SORBI_3002G355400	SORBI_3002G355400	24	16	21
SORBI_3002G355500	SORBI_3002G355500	39	70	79
SORBI_3002G355600	SORBI_3002G355600	5	6	4
SORBI_3002G355800	SORBI_3002G355800	60	94	84
SORBI_3002G356000	SORBI_3002G356000	0.6		0.6
SORBI_3002G356101	SORBI_3002G356101	259	293	461
SORBI_3002G356200	SORBI_3002G356200	14	20	25
SORBI_3002G356300	SORBI_3002G356300	9		1
SORBI_3002G356400	SORBI_3002G356400	88	246	155
SORBI_3002G356500	SORBI_3002G356500		0.7	0.7
SORBI_3002G356600	SORBI_3002G356600	5	6	10
SORBI_3002G356700	SORBI_3002G356700	0.8	2	3
SORBI_3002G356800	SORBI_3002G356800	24	10	23
SORBI_3002G356900	SORBI_3002G356900	14	24	28
SORBI_3002G357000	SORBI_3002G357000	9	5	6
SORBI_3002G357100	SORBI_3002G357100	39	37	51
SORBI_3002G357200	SORBI_3002G357200	1	2	3
SORBI_3002G357300	SORBI_3002G357300		3	1
SORBI_3002G357400	SORBI_3002G357400	1	3	6
SORBI_3002G357500	SORBI_3002G357500		4	
SORBI_3002G357600	SORBI_3002G357600	5	5	8
SORBI_3002G357700	SORBI_3002G357700	29	40	53
SORBI_3002G357800	SORBI_3002G357800	1	1	4
SORBI_3002G357900	SORBI_3002G357900	54	60	69
SORBI_3002G357950	SORBI_3002G357950	2		
SORBI_3002G358100	SORBI_3002G358100	0.5	5	4
SORBI_3002G358400	SORBI_3002G358400	59	76	115
SORBI_3002G358500	SORBI_3002G358500	12	17	26
SORBI_3002G358600	SORBI_3002G358600	3	7	11
SORBI_3002G358800	SORBI_3002G358800	27	43	58
SORBI_3002G358900	SORBI_3002G358900	2	4	5
SORBI_3002G359000	SORBI_3002G359000	9	12	56
SORBI_3002G359100	SORBI_3002G359100	0.6	34	
SORBI_3002G359200	SORBI_3002G359200		0.7	
SORBI_3002G359300	SORBI_3002G359300	2	1	2
SORBI_3002G359400	SORBI_3002G359400	21	43	59
SORBI_3002G359600	SORBI_3002G359600	28	11	23
SORBI_3002G359700	SORBI_3002G359700	18	27	16
SORBI_3002G359800	SORBI_3002G359800			0.6
SORBI_3002G359900	SORBI_3002G359900	152	109	151
SORBI_3002G360000	SORBI_3002G360000	0.5	2	3
SORBI_3002G360200	SORBI_3002G360200	3	3	5
SORBI_3002G360301	SORBI_3002G360301	10	23	82
SORBI_3002G360500	SORBI_3002G360500	3	7	9
SORBI_3002G360600	SORBI_3002G360600	10	33	12
SORBI_3002G360701	SORBI_3002G360701	2	4	5
SORBI_3002G360801	SORBI_3002G360801		2	
SORBI_3002G360900	SORBI_3002G360900	98	28	9
SORBI_3002G361001	SORBI_3002G361001	0.7		0.7
SORBI_3002G361300	SORBI_3002G361300	36	58	89
SORBI_3002G361400	SORBI_3002G361400	18	19	22
SORBI_3002G361500	SORBI_3002G361500	34	120	2
SORBI_3002G361600	SORBI_3002G361600		1	8
SORBI_3002G361700	SORBI_3002G361700	1	2	3
SORBI_3002G361900	SORBI_3002G361900	3	8	5
SORBI_3002G362000	SORBI_3002G362000	8	20	5
SORBI_3002G362100	SORBI_3002G362100	11	10	15
SORBI_3002G362200	SORBI_3002G362200	6	11	14
SORBI_3002G362300	SORBI_3002G362300	17	11	17
SORBI_3002G362400	SORBI_3002G362400	1310	1	0.8
SORBI_3002G362500	SORBI_3002G362500	1	10	3
SORBI_3002G362600	SORBI_3002G362600	1	4	4
SORBI_3002G362700	SORBI_3002G362700	5	12	20
SORBI_3002G362800	SORBI_3002G362800	26	26	40
SORBI_3002G362900	SORBI_3002G362900	15	17	19
SORBI_3002G363000	SORBI_3002G363000	3	4	5
SORBI_3002G363100	SORBI_3002G363100	368	690	771
SORBI_3002G363200	SORBI_3002G363200	17	88	28
SORBI_3002G363300	SORBI_3002G363300		4	1
SORBI_3002G363400	SORBI_3002G363400	1	3	6
SORBI_3002G363500	SORBI_3002G363500	2	4	5
SORBI_3002G363600	SORBI_3002G363600	14	13	15
SORBI_3002G363700	SORBI_3002G363700	1	2	1
SORBI_3002G363800	SORBI_3002G363800	7	11	14
SORBI_3002G364000	SORBI_3002G364000	8	8	15
SORBI_3002G364100	SORBI_3002G364100	113	149	177
SORBI_3002G364500	SORBI_3002G364500	82	110	131
SORBI_3002G364700	SORBI_3002G364700	0.9	8	2
SORBI_3002G364800	SORBI_3002G364800	9	11	16
SORBI_3002G364900	SORBI_3002G364900	23	33	43
SORBI_3002G365100	SORBI_3002G365100	25	39	56
SORBI_3002G365200	SORBI_3002G365200		0.8	1
SORBI_3002G365400	SORBI_3002G365400	0.6	2	2
SORBI_3002G365500	SORBI_3002G365500		0.6	22
SORBI_3002G365550	SORBI_3002G365550	0.5	17	14
SORBI_3002G365600	SORBI_3002G365600	1	80	7
SORBI_3002G365700	SORBI_3002G365700	11	462	25
SORBI_3002G365801	SORBI_3002G365801	0.5	17	23
SORBI_3002G365900	SORBI_3002G365900	22	26	43
SORBI_3002G366000	SORBI_3002G366000	64	54	88
SORBI_3002G366100	SORBI_3002G366100	4	1	27
SORBI_3002G366300	SORBI_3002G366300	25	9	2
SORBI_3002G366400	SORBI_3002G366400	33	40	70
SORBI_3002G366500	SORBI_3002G366500	3	14	7
SORBI_3002G366600	SORBI_3002G366600	0.7	14	13
SORBI_3002G366700	SORBI_3002G366700	14	23	16
SORBI_3002G366800	SORBI_3002G366800	7	12	18
SORBI_3002G366900	SORBI_3002G366900	7	10	16
SORBI_3002G367000	SORBI_3002G367000		1	4
SORBI_3002G367100	SORBI_3002G367100	6	17	48
SORBI_3002G367200	SORBI_3002G367200	43	25	43
SORBI_3002G367300	SORBI_3002G367300	4	46	37
SORBI_3002G367400	SORBI_3002G367400	2	8	3
SORBI_3002G367600	SORBI_3002G367600	484	5	1
SORBI_3002G367700	SORBI_3002G367700	14	64	31
SORBI_3002G367800	SORBI_3002G367800	6	11	12
SORBI_3002G367900	SORBI_3002G367900	8	12	24
SORBI_3002G368000	SORBI_3002G368000	27	12	15
SORBI_3002G368100	SORBI_3002G368100	22	23	7
SORBI_3002G368200	SORBI_3002G368200	0.6	2	0.9
SORBI_3002G368300	SORBI_3002G368300		3	6
SORBI_3002G368400	SORBI_3002G368400	15	37	29
SORBI_3002G368600	SORBI_3002G368600	6	14	15
SORBI_3002G368700	SORBI_3002G368700	28	107	140
SORBI_3002G368800	SORBI_3002G368800	9	4	39
SORBI_3002G368901	SORBI_3002G368901	0.8	2	33
SORBI_3002G369000	SORBI_3002G369000	0.7	3	51
SORBI_3002G369400	SORBI_3002G369400		1	0.6
SORBI_3002G369701	SORBI_3002G369701	9	9	11
SORBI_3002G369800	SORBI_3002G369800	0.7	9	9
SORBI_3002G370000	SORBI_3002G370000	3	7	9
SORBI_3002G370100	SORBI_3002G370100	30	17	37
SORBI_3002G370200	SORBI_3002G370200	15	25	34
SORBI_3002G370300	SORBI_3002G370300	67	2	0.6
SORBI_3002G370400	SORBI_3002G370400	15	27	44
SORBI_3002G370500	SORBI_3002G370500	40	71	80
SORBI_3002G370600	SORBI_3002G370600	4	25	17
SORBI_3002G370700	SORBI_3002G370700	10	24	23
SORBI_3002G370800	SORBI_3002G370800	98	23	41
SORBI_3002G370900	SORBI_3002G370900	41	70	109
SORBI_3002G371000	SORBI_3002G371000	11	22	33
SORBI_3002G371100	SORBI_3002G371100	67	123	143
SORBI_3002G371200	SORBI_3002G371200	93	172	213
SORBI_3002G371300	SORBI_3002G371300	13	14	18
SORBI_3002G371400	SORBI_3002G371400	9	9	8
SORBI_3002G371500	SORBI_3002G371500	4	6	9
SORBI_3002G371600	SORBI_3002G371600	17	21	26
SORBI_3002G371700	SORBI_3002G371700	59	56	71
SORBI_3002G372000	SORBI_3002G372000		7	
SORBI_3002G372200	SORBI_3002G372200	3	2	3
SORBI_3002G372300	SORBI_3002G372300	9	8	8
SORBI_3002G372400	SORBI_3002G372400	346	497	662
SORBI_3002G372500	SORBI_3002G372500	13	11	19
SORBI_3002G372600	SORBI_3002G372600	13	11	23
SORBI_3002G372700	SORBI_3002G372700	10	15	22
SORBI_3002G372800	SORBI_3002G372800	6	17	14
SORBI_3002G373001	SORBI_3002G373001	21	20	53
SORBI_3002G373100	SORBI_3002G373100	8	14	25
SORBI_3002G373200	SORBI_3002G373200	3	3	5
SORBI_3002G373300	SORBI_3002G373300	10	7	10
SORBI_3002G373600	SORBI_3002G373600	13	32	15
SORBI_3002G373800	SORBI_3002G373800	399	323	710
SORBI_3002G373900	SORBI_3002G373900	2	8	5
SORBI_3002G373950	SORBI_3002G373950	2	2	5
SORBI_3002G374100	SORBI_3002G374100	100	134	240
SORBI_3002G374200	SORBI_3002G374200	40	44	42
SORBI_3002G374300	SORBI_3002G374300	12	12	17
SORBI_3002G374400	SORBI_3002G374400	20	25	50
SORBI_3002G374500	SORBI_3002G374500	0.8		
SORBI_3002G374600	SORBI_3002G374600	18	103	43
SORBI_3002G374650	SORBI_3002G374650	4	11	3
SORBI_3002G374700	SORBI_3002G374700	1	11	12
SORBI_3002G374900	SORBI_3002G374900	93	140	175
SORBI_3002G375100	SORBI_3002G375100	39	100	126
SORBI_3002G375200	SORBI_3002G375200	9	12	11
SORBI_3002G375300	SORBI_3002G375300	21	23	28
SORBI_3002G375400	SORBI_3002G375400	2	2	3
SORBI_3002G375500	SORBI_3002G375500	0.5	0.8	1
SORBI_3002G375600	SORBI_3002G375600	2	4	3
SORBI_3002G375701	SORBI_3002G375701		1	2
SORBI_3002G375800	SORBI_3002G375800	45	62	33
SORBI_3002G375900	SORBI_3002G375900	5	3	5
SORBI_3002G376000	SORBI_3002G376000	0.9	6	5
SORBI_3002G376100	SORBI_3002G376100	5	13	41
SORBI_3002G376200	SORBI_3002G376200	11	11	22
SORBI_3002G376300	SORBI_3002G376300	14	25	36
SORBI_3002G376400	SORBI_3002G376400	20	30	114
SORBI_3002G376500	SORBI_3002G376500	77	134	125
SORBI_3002G376600	SORBI_3002G376600	7	26	30
SORBI_3002G376700	SORBI_3002G376700	4	51	124
SORBI_3002G376800	SORBI_3002G376800		2	11
SORBI_3002G376900	SORBI_3002G376900		1	12
SORBI_3002G377000	SORBI_3002G377000		0.6	1
SORBI_3002G377100	SORBI_3002G377100	0.9	2	4
SORBI_3002G377200	SORBI_3002G377200	3	4	3
SORBI_3002G377300	SORBI_3002G377300	13	12	29
SORBI_3002G377400	SORBI_3002G377400	2	8	5
SORBI_3002G377501	SORBI_3002G377501		2	0.5
SORBI_3002G377800	SORBI_3002G377800	10	13	17
SORBI_3002G377900	SORBI_3002G377900	4	7	4
SORBI_3002G378000	SORBI_3002G378000	11	14	17
SORBI_3002G378100	SORBI_3002G378100	18	21	39
SORBI_3002G378200	SORBI_3002G378200	56	77	106
SORBI_3002G378300	SORBI_3002G378300	33	43	40
SORBI_3002G378401	SORBI_3002G378401	48	45	55
SORBI_3002G378500	SORBI_3002G378500		0.5	
SORBI_3002G378600	SORBI_3002G378600	25	9	30
SORBI_3002G378700	SORBI_3002G378700	2	3	4
SORBI_3002G378800	SORBI_3002G378800	12	16	22
SORBI_3002G378900	SORBI_3002G378900	9	15	18
SORBI_3002G379000	SORBI_3002G379000	5	6	2
SORBI_3002G379100	SORBI_3002G379100	7	25	3
SORBI_3002G379200	SORBI_3002G379200	32	47	17
SORBI_3002G379300	SORBI_3002G379300	3	4	6
SORBI_3002G379400	SORBI_3002G379400	14	54	88
SORBI_3002G379500	SORBI_3002G379500	206	276	441
SORBI_3002G379600	SORBI_3002G379600	138	330	261
SORBI_3002G379700	SORBI_3002G379700		1	0.5
SORBI_3002G379750	SORBI_3002G379750			0.7
SORBI_3002G379800	SORBI_3002G379800	4	15	4
SORBI_3002G379866	SORBI_3002G379866	3	7	17
SORBI_3002G380000	SORBI_3002G380000	23	54	74
SORBI_3002G380100	SORBI_3002G380100	3	3	8
SORBI_3002G380150	SORBI_3002G380150	1	2	2
SORBI_3002G380200	SORBI_3002G380200	56	56	79
SORBI_3002G380300	SORBI_3002G380300	0.8	136	
SORBI_3002G380400	SORBI_3002G380400	44	68	62
SORBI_3002G380500	SORBI_3002G380500	45	53	84
SORBI_3002G380600	SORBI_3002G380600	83	139	132
SORBI_3002G380700	SORBI_3002G380700	54	118	101
SORBI_3002G380800	SORBI_3002G380800	0.5		
SORBI_3002G381100	SORBI_3002G381100	11	20	65
SORBI_3002G381300	SORBI_3002G381300	0.9	1	5
SORBI_3002G381400	SORBI_3002G381400		17	
SORBI_3002G381500	SORBI_3002G381500		11	
SORBI_3002G381600	SORBI_3002G381600	20		
SORBI_3002G381700	SORBI_3002G381700	17	21	44
SORBI_3002G381750	SORBI_3002G381750	1	0.7	
SORBI_3002G381800	SORBI_3002G381800		7	
SORBI_3002G381900	SORBI_3002G381900	12	20	23
SORBI_3002G382100	SORBI_3002G382100	8	14	
SORBI_3002G382300	SORBI_3002G382300	3	22	6
SORBI_3002G382500	SORBI_3002G382500		6	6
SORBI_3002G382600	SORBI_3002G382600	49	31	48
SORBI_3002G382700	SORBI_3002G382700	8	14	12
SORBI_3002G382800	SORBI_3002G382800	1	2	2
SORBI_3002G382900	SORBI_3002G382900		0.7	
SORBI_3002G383100	SORBI_3002G383100	19	15	21
SORBI_3002G383300	SORBI_3002G383300	14	16	17
SORBI_3002G383400	SORBI_3002G383400		3	0.7
SORBI_3002G383500	SORBI_3002G383500	14	0.6	
SORBI_3002G383600	SORBI_3002G383600	15	29	32
SORBI_3002G383700	SORBI_3002G383700	20	49	14
SORBI_3002G383800	SORBI_3002G383800	79	71	119
SORBI_3002G383900	SORBI_3002G383900	3	7	13
SORBI_3002G384000	SORBI_3002G384000	0.8	8	2
SORBI_3002G384100	SORBI_3002G384100	2	8	0.5
SORBI_3002G384150	SORBI_3002G384150	2	5	4
SORBI_3002G384200	SORBI_3002G384200	8	11	12
SORBI_3002G384300	SORBI_3002G384300	5	16	18
SORBI_3002G384400	THI1-2	52	191	184
SORBI_3002G384500	SORBI_3002G384500		5	
SORBI_3002G384700	SORBI_3002G384700	15	35	43
SORBI_3002G384800	SORBI_3002G384800		0.7	0.5
SORBI_3002G384900	SORBI_3002G384900		4	
SORBI_3002G385100	SORBI_3002G385100	20	28	40
SORBI_3002G385200	SORBI_3002G385200			0.6
SORBI_3002G385300	SORBI_3002G385300	52	31	32
SORBI_3002G385400	SORBI_3002G385400	4	9	6
SORBI_3002G385450	SORBI_3002G385450	16	3	11
SORBI_3002G385500	SORBI_3002G385500	3	1	
SORBI_3002G385700	SORBI_3002G385700		0.8	
SORBI_3002G385800	SORBI_3002G385800	5	12	27
SORBI_3002G385900	SORBI_3002G385900	40	49	70
SORBI_3002G386000	SORBI_3002G386000	4	4	7
SORBI_3002G386100	SORBI_3002G386100	36	77	93
SORBI_3002G386200	SORBI_3002G386200	2	5	23
SORBI_3002G386300	SORBI_3002G386300	25	23	31
SORBI_3002G386400	SORBI_3002G386400	37	172	159
SORBI_3002G386500	SORBI_3002G386500	47	114	72
SORBI_3002G386600	SORBI_3002G386600	16	25	24
SORBI_3002G386700	SORBI_3002G386700	64	81	99
SORBI_3002G386800	SORBI_3002G386800	16	60	65
SORBI_3002G386900	SORBI_3002G386900	7	9	14
SORBI_3002G387000	SORBI_3002G387000	1	2	2
SORBI_3002G387100	SORBI_3002G387100	4	18	17
SORBI_3002G387200	SORBI_3002G387200	18	23	72
SORBI_3002G387300	SORBI_3002G387300	27	23	35
SORBI_3002G387400	SORBI_3002G387400	1	3	3
SORBI_3002G387500	SORBI_3002G387500	7	10	15
SORBI_3002G387600	SORBI_3002G387600	55	45	74
SORBI_3002G387800	SORBI_3002G387800	20	61	60
SORBI_3002G387900	SORBI_3002G387900	1		
SORBI_3002G388000	SORBI_3002G388000	5	24	14
SORBI_3002G388100	SORBI_3002G388100	12	8	17
SORBI_3002G388200	SORBI_3002G388200	5	8	16
SORBI_3002G388400	SORBI_3002G388400	99	80	106
SORBI_3002G388500	SORBI_3002G388500	34	35	49
SORBI_3002G388600	SORBI_3002G388600	71	68	132
SORBI_3002G388700	SORBI_3002G388700	1	6	7
SORBI_3002G388800	SORBI_3002G388800	3	4	27
SORBI_3002G388900	SORBI_3002G388900	0.5	1	0.9
SORBI_3002G389100	SORBI_3002G389100	2	0.9	
SORBI_3002G389200	SORBI_3002G389200			0.8
SORBI_3002G389400	SORBI_3002G389400	42	114	74
SORBI_3002G389500	SORBI_3002G389500	17	18	38
SORBI_3002G389600	SORBI_3002G389600	2	11	4
SORBI_3002G389800	SORBI_3002G389800	25	28	36
SORBI_3002G389900	SORBI_3002G389900	9	13	16
SORBI_3002G390100	SORBI_3002G390100		1	1
SORBI_3002G390200	SORBI_3002G390200	0.6	2	2
SORBI_3002G390300	SORBI_3002G390300	29	32	29
SORBI_3002G390400	SORBI_3002G390400	39	20	29
SORBI_3002G390500	SORBI_3002G390500	6	74	74
SORBI_3002G390600	SORBI_3002G390600	21	75	111
SORBI_3002G390700	SORBI_3002G390700	2	2	3
SORBI_3002G390800	SORBI_3002G390800	2	6	8
SORBI_3002G390900	SORBI_3002G390900	5	11	2
