GeneID,Gene Name,floral meristem,flower,plant embryo,root,shoot,vegetative meristem
SORBI_3009G025750,SORBI_3009G025750,2,2,0.5,0.9,1,2
SORBI_3009G025800,SORBI_3009G025800,106,162,94,115,99,109
SORBI_3009G025900,SORBI_3009G025900,0.4,0.9,,2,2,1
SORBI_3009G025950,SORBI_3009G025950,,,,0.4,,
SORBI_3009G026000,SORBI_3009G026000,,0.1,,0.3,0.3,
SORBI_3009G026101,SORBI_3009G026101,18,50,32,112,38,24
SORBI_3009G026200,SORBI_3009G026200,74,82,62,200,97,81
SORBI_3009G026300,SORBI_3009G026300,24,56,31,19,23,31
SORBI_3009G026500,SORBI_3009G026500,73,68,106,73,44,62
SORBI_3009G026600,SORBI_3009G026600,60,64,101,82,53,44
SORBI_3009G026650,SORBI_3009G026650,17,3,7,3,2,18
SORBI_3009G026700,SORBI_3009G026700,16,3,6,2,2,11
SORBI_3009G026800,SORBI_3009G026800,22,8,5,25,9,18
SORBI_3009G026850,SORBI_3009G026850,,,,0.2,0.2,
SORBI_3009G026900,SORBI_3009G026900,11,13,4,2,1,5
SORBI_3009G027000,SORBI_3009G027000,78,121,86,119,67,55
SORBI_3009G027100,SORBI_3009G027100,5,6,7,7,4,7
SORBI_3009G027300,SORBI_3009G027300,150,63,83,61,33,128
SORBI_3009G027350,SORBI_3009G027350,9,3,1,3,3,6
SORBI_3009G027550,SORBI_3009G027550,6,3,4,3,2,5
SORBI_3009G027700,SORBI_3009G027700,,3,,1,2,
SORBI_3009G027800,SORBI_3009G027800,0.4,10,0.1,48,27,0.6
SORBI_3009G027900,SORBI_3009G027900,20,4,6,11,2,13
SORBI_3009G028100,SORBI_3009G028100,28,6,18,10,3,24
SORBI_3009G028200,SORBI_3009G028200,,2,1,12,0.5,
SORBI_3009G028300,SORBI_3009G028300,1,3,1,3,0.4,2
SORBI_3009G028400,SORBI_3009G028400,5,34,,3,268,4
SORBI_3009G028500,SORBI_3009G028500,155,43,44,38,19,81
SORBI_3009G028600,SORBI_3009G028600,5,0.9,0.6,2,0.4,5
SORBI_3009G028650,SORBI_3009G028650,0.3,,,,,0.3
SORBI_3009G028700,SORBI_3009G028700,,,,0.1,,
SORBI_3009G028800,SORBI_3009G028800,8,6,4,7,5,8
SORBI_3009G028901,SORBI_3009G028901,6,4,1,0.6,3,3
SORBI_3009G029001,SORBI_3009G029001,1,1,0.8,0.1,3,2
SORBI_3009G029100,SORBI_3009G029100,10,4,3,2,11,7
SORBI_3009G029300,SORBI_3009G029300,,0.1,,,0.2,
SORBI_3009G029500,SORBI_3009G029500,158,43,50,13,33,198
SORBI_3009G029600,SORBI_3009G029600,110,57,124,110,74,120
SORBI_3009G029700,SORBI_3009G029700,34,21,33,22,34,34
SORBI_3009G029800,SORBI_3009G029800,,2,,,,
SORBI_3009G029900,SORBI_3009G029900,,,0.2,,,
SORBI_3009G030001,SORBI_3009G030001,,1,,,,
SORBI_3009G030100,SORBI_3009G030100,262,284,199,383,127,221
SORBI_3009G030200,SORBI_3009G030200,63,40,33,29,0.6,65
SORBI_3009G030300,SORBI_3009G030300,90,37,65,50,21,92
SORBI_3009G030400,SORBI_3009G030400,30,32,56,24,15,38
SORBI_3009G030501,SORBI_3009G030501,0.9,0.3,,1,,
SORBI_3009G030600,SORBI_3009G030600,,2,0.9,5,0.3,
SORBI_3009G030701,SORBI_3009G030701,0.1,0.3,,2,1,0.2
SORBI_3009G030800,SORBI_3009G030800,11,11,15,4,24,9
SORBI_3009G030900,SORBI_3009G030900,32,73,19,0.7,248,44
SORBI_3009G031000,SORBI_3009G031000,,0.1,,,2,
SORBI_3009G031100,SORBI_3009G031100,4,6,7,3,2,5
SORBI_3009G031200,SORBI_3009G031200,26,31,13,20,12,19
SORBI_3009G031300,SORBI_3009G031300,7,1,3,1,0.9,7
SORBI_3009G031400,SORBI_3009G031400,45,355,46,9,173,40
SORBI_3009G031450,SORBI_3009G031450,4,0.5,1,0.5,0.3,3
SORBI_3009G031500,SORBI_3009G031500,202,37,48,24,18,170
SORBI_3009G031600,SORBI_3009G031600,15,2,2,1,0.4,10
SORBI_3009G031700,SORBI_3009G031700,0.1,7,,,,0.2
SORBI_3009G031800,SORBI_3009G031800,79,2,14,0.7,0.6,142
SORBI_3009G031900,SORBI_3009G031900,,0.3,,0.5,,
SORBI_3009G032000,SORBI_3009G032000,,2,,0.1,,
SORBI_3009G032100,SORBI_3009G032100,64,31,82,73,63,61
SORBI_3009G032200,SORBI_3009G032200,80,30,84,17,14,78
SORBI_3009G032300,SORBI_3009G032300,117,170,118,113,50,104
SORBI_3009G032400,SORBI_3009G032400,36,25,40,22,13,30
SORBI_3009G032500,SORBI_3009G032500,39,14,16,17,10,35
SORBI_3009G032600,SORBI_3009G032600,2,222,1,399,264,3
SORBI_3009G032700,SORBI_3009G032700,,,,1,,
SORBI_3009G032800,SORBI_3009G032800,,,,9,0.1,
SORBI_3009G032900,SORBI_3009G032900,,,,5,,
SORBI_3009G033000,SORBI_3009G033000,7,7,12,8,3,9
SORBI_3009G033100,SORBI_3009G033100,9,4,8,16,4,8
SORBI_3009G033200,SORBI_3009G033200,58,88,67,57,160,70
SORBI_3009G033300,SORBI_3009G033300,,0.1,,24,0.1,
SORBI_3009G033400,SORBI_3009G033400,0.1,4,0.2,36,41,0.1
SORBI_3009G033500,SORBI_3009G033500,,,52,0.2,,
SORBI_3009G033600,SORBI_3009G033600,383,841,322,2042,278,361
SORBI_3009G033700,SORBI_3009G033700,57,34,67,70,23,59
SORBI_3009G033800,SORBI_3009G033800,26,4,24,6,1,32
SORBI_3009G033900,SORBI_3009G033900,16,18,19,19,10,16
SORBI_3009G034000,SORBI_3009G034000,10,3,6,3,3,14
SORBI_3009G034100,SORBI_3009G034100,22,18,22,16,10,21
SORBI_3009G034200,SORBI_3009G034200,13,28,4,23,35,14
SORBI_3009G034250,SORBI_3009G034250,,1,,,,
SORBI_3009G034300,SORBI_3009G034300,0.2,407,0.1,404,52,0.9
SORBI_3009G034400,SORBI_3009G034400,83,29,29,25,12,72
SORBI_3009G034500,SORBI_3009G034500,8,40,17,6,34,4
SORBI_3009G034600,SORBI_3009G034600,66,82,32,57,223,48
SORBI_3009G034700,SORBI_3009G034700,372,247,14,375,409,555
SORBI_3009G034800,SORBI_3009G034800,,1,0.1,10,0.9,
SORBI_3009G035000,SORBI_3009G035000,9,5,8,2,5,7
SORBI_3009G035100,SORBI_3009G035100,0.1,0.6,0.2,1,0.4,0.2
SORBI_3009G035200,SORBI_3009G035200,,0.5,,4,0.3,
SORBI_3009G035300,SORBI_3009G035300,0.1,6,2,26,2,0.1
SORBI_3009G035601,SORBI_3009G035601,,0.7,,0.1,1,
SORBI_3009G035700,SORBI_3009G035700,,,,0.2,,
SORBI_3009G035900,SORBI_3009G035900,,,0.2,12,,
SORBI_3009G036000,SORBI_3009G036000,3,26,22,4,7,2
SORBI_3009G036100,SORBI_3009G036100,23,53,363,1,3,22
SORBI_3009G036200,SORBI_3009G036200,52,24,30,15,11,47
SORBI_3009G036300,SORBI_3009G036300,32,28,25,18,88,25
SORBI_3009G036333,SORBI_3009G036333,,0.1,,0.8,0.5,
SORBI_3009G036366,SORBI_3009G036366,71,45,16,17,27,80
SORBI_3009G036400,SORBI_3009G036400,27,7,16,0.7,4,17
SORBI_3009G036450,SORBI_3009G036450,2,,,,,0.8
SORBI_3009G036500,SORBI_3009G036500,0.6,11,0.8,11,12,0.4
SORBI_3009G036700,SORBI_3009G036700,2,23,4,9,10,3
SORBI_3009G036800,SORBI_3009G036800,,0.3,,6,8,
SORBI_3009G036900,SORBI_3009G036900,189,96,145,131,56,188
SORBI_3009G037000,SORBI_3009G037000,35,21,38,18,14,36
SORBI_3009G037050,SORBI_3009G037050,0.9,2,,,2,6
SORBI_3009G037100,SORBI_3009G037100,,0.1,767,0.4,,
SORBI_3009G037200,SORBI_3009G037200,,0.7,,,0.3,
SORBI_3009G037300,SORBI_3009G037300,,9,,1,3,
SORBI_3009G037500,SORBI_3009G037500,0.1,,,,,0.1
SORBI_3009G037600,SORBI_3009G037600,5,5,6,5,3,5
SORBI_3009G037700,SORBI_3009G037700,4,15,5,4,2,4
SORBI_3009G037800,SORBI_3009G037800,14,6,13,5,6,10
SORBI_3009G038000,SORBI_3009G038000,,12,,1,3,
SORBI_3009G038100,SORBI_3009G038100,,0.9,,16,26,
SORBI_3009G038200,SORBI_3009G038200,,7,,6,3,
SORBI_3009G038300,SORBI_3009G038300,0.1,51,,13,25,
SORBI_3009G038401,SORBI_3009G038401,0.5,2,,0.2,,
SORBI_3009G038501,SORBI_3009G038501,,3,,1,0.3,0.1
SORBI_3009G038600,SORBI_3009G038600,9,4,8,3,3,7
SORBI_3009G038701,SORBI_3009G038701,25,40,20,23,101,24
SORBI_3009G038800,SORBI_3009G038800,5,4,3,5,1,6
SORBI_3009G038900,SORBI_3009G038900,53,47,52,46,32,54
SORBI_3009G039000,SORBI_3009G039000,,,4,,,
SORBI_3009G039100,SORBI_3009G039100,,,13,,,
SORBI_3009G039200,SORBI_3009G039200,,,1,,,
SORBI_3009G039300,SORBI_3009G039300,13,4,4,5,3,9
SORBI_3009G039400,SORBI_3009G039400,,4,,0.7,2,
SORBI_3009G039500,SORBI_3009G039500,,,3,,,
SORBI_3009G039700,SORBI_3009G039700,,,2,,,
SORBI_3009G039800,SORBI_3009G039800,12,8,16,5,2,10
SORBI_3009G039900,SORBI_3009G039900,,,9,,,
SORBI_3009G040000,SORBI_3009G040000,,,2,,,
SORBI_3009G040100,SORBI_3009G040100,,,6,,,
SORBI_3009G040175,SORBI_3009G040175,0.1,0.1,0.2,2,,
SORBI_3009G040250,SORBI_3009G040250,64,37,65,22,10,57
SORBI_3009G040325,SORBI_3009G040325,35,19,34,12,6,33
SORBI_3009G040400,SORBI_3009G040400,16,32,34,22,35,13
SORBI_3009G040500,SORBI_3009G040500,122,54,108,74,33,124
SORBI_3009G040600,SORBI_3009G040600,94,49,69,51,30,91
SORBI_3009G040700,SORBI_3009G040700,67,40,65,57,34,69
SORBI_3009G040800,SORBI_3009G040800,37,14,23,13,7,27
SORBI_3009G040900,SORBI_3009G040900,4,0.7,3,15,2,4
SORBI_3009G041000,SORBI_3009G041000,0.1,,,0.2,,0.1
SORBI_3009G041100,SORBI_3009G041100,,0.1,,0.4,,
SORBI_3009G041301,SORBI_3009G041301,0.1,0.1,0.9,0.1,,
SORBI_3009G041400,SORBI_3009G041400,4,3,2,0.8,2,4
SORBI_3009G041600,SORBI_3009G041600,25,6,16,8,7,26
SORBI_3009G041700,SORBI_3009G041700,19,18,25,13,8,21
SORBI_3009G041800,SORBI_3009G041800,94,35,90,63,25,99
SORBI_3009G041900,SORBI_3009G041900,,,16,,0.1,
SORBI_3009G042000,SORBI_3009G042000,17,4,8,4,0.6,18
SORBI_3009G042100,SORBI_3009G042100,47,16,44,19,9,44
SORBI_3009G042200,SORBI_3009G042200,19,11,16,8,85,21
SORBI_3009G042300,SORBI_3009G042300,21,6,5,7,4,16
SORBI_3009G042400,SORBI_3009G042400,16,6,5,7,4,13
SORBI_3009G042500,SORBI_3009G042500,6,2,2,2,0.9,6
SORBI_3009G042600,SORBI_3009G042600,9,16,6,2,2,10
SORBI_3009G042700,SORBI_3009G042700,38,31,31,72,36,38
SORBI_3009G042800,SORBI_3009G042800,19,13,9,0.5,0.2,15
SORBI_3009G042900,SORBI_3009G042900,88,87,63,93,37,105
SORBI_3009G043000,SORBI_3009G043000,17,148,1,8,1220,19
SORBI_3009G043100,SORBI_3009G043100,24,9,9,7,6,23
SORBI_3009G043200,SORBI_3009G043200,,0.8,,,,0.3
SORBI_3009G043400,SORBI_3009G043400,10,1,3,0.4,1,9
SORBI_3009G043500,SORBI_3009G043500,18,6,41,13,1,23
SORBI_3009G043600,SORBI_3009G043600,0.1,55,0.2,60,60,0.1
SORBI_3009G043700,SORBI_3009G043700,0.4,4,,5,9,0.1
SORBI_3009G043800,SORBI_3009G043800,,0.2,,,,
SORBI_3009G043900,SORBI_3009G043900,,0.1,0.2,,,
SORBI_3009G044000,SORBI_3009G044000,0.2,0.2,,2,,
SORBI_3009G044100,SORBI_3009G044100,,18,,0.2,,
SORBI_3009G044200,SORBI_3009G044200,,17,,,,
SORBI_3009G044300,SORBI_3009G044300,25,7,6,11,8,17
SORBI_3009G044400,SORBI_3009G044400,0.2,1,,1,0.3,
SORBI_3009G044501,SORBI_3009G044501,,44,,,1,
SORBI_3009G044600,SORBI_3009G044600,,5,,9,14,
SORBI_3009G044700,SORBI_3009G044700,0.8,27,0.8,4,15,0.3
SORBI_3009G044800,SORBI_3009G044800,270,192,282,206,125,287
SORBI_3009G044900,SORBI_3009G044900,306,121,207,106,73,276
SORBI_3009G045000,SORBI_3009G045000,78,25,51,27,12,69
SORBI_3009G045100,SORBI_3009G045100,57,81,109,74,79,63
SORBI_3009G045200,SORBI_3009G045200,35,20,23,30,8,29
SORBI_3009G045300,SORBI_3009G045300,260,33,146,38,11,271
SORBI_3009G045400,SORBI_3009G045400,16,5,10,4,3,15
SORBI_3009G045500,SORBI_3009G045500,6,1,5,0.7,2,8
SORBI_3009G045600,SORBI_3009G045600,12,1,2,3,4,15
SORBI_3009G045700,SORBI_3009G045700,28,17,10,13,14,23
SORBI_3009G045800,SORBI_3009G045800,105,76,103,129,86,101
SORBI_3009G045900,SORBI_3009G045900,63,42,63,73,36,88
SORBI_3009G046000,SORBI_3009G046000,,0.1,,,,0.1
SORBI_3009G046100,SORBI_3009G046100,37,29,56,61,31,36
SORBI_3009G046200,SORBI_3009G046200,0.2,2,23,,,0.1
SORBI_3009G046300,SORBI_3009G046300,2,0.3,0.4,0.2,0.3,3
SORBI_3009G046400,SORBI_3009G046400,2,0.7,,0.5,0.6,3
SORBI_3009G046500,SORBI_3009G046500,3,0.9,1,0.9,0.4,2
SORBI_3009G046600,SORBI_3009G046600,34,72,170,88,67,28
SORBI_3009G046700,SORBI_3009G046700,55,22,33,27,17,50
SORBI_3009G046800,SORBI_3009G046800,210,56,125,50,156,158
SORBI_3009G046900,SORBI_3009G046900,46,48,30,23,21,45
SORBI_3009G047000,SORBI_3009G047000,35,6,10,3,3,39
SORBI_3009G047033,SORBI_3009G047033,3,,0.3,0.1,0.1,2
SORBI_3009G047066,SORBI_3009G047066,5,1,1,0.1,0.2,3
SORBI_3009G047100,SORBI_3009G047100,,12,,,,
SORBI_3009G047200,SORBI_3009G047200,93,61,102,99,47,96
SORBI_3009G047400,SORBI_3009G047400,3,1,0.3,,0.1,2
SORBI_3009G047500,SORBI_3009G047500,3,,,,,2
SORBI_3009G047600,SORBI_3009G047600,,,,0.1,,
SORBI_3009G047700,SORBI_3009G047700,8,2,0.7,0.7,0.5,8
SORBI_3009G047900,SORBI_3009G047900,,0.2,,,,
SORBI_3009G048000,SORBI_3009G048000,121,12,39,53,11,148
SORBI_3009G048100,SORBI_3009G048100,0.1,170,,393,22,0.1
SORBI_3009G048201,SORBI_3009G048201,0.1,,,0.3,,
SORBI_3009G048300,SORBI_3009G048300,16,11,2,1,0.2,17
SORBI_3009G048700,SORBI_3009G048700,0.4,4,0.4,,,0.1
SORBI_3009G048800,SORBI_3009G048800,34,6,15,2,11,38
SORBI_3009G048900,SORBI_3009G048900,,,,,9,
SORBI_3009G049000,SORBI_3009G049000,0.7,3,,,,0.3
SORBI_3009G049100,SORBI_3009G049100,0.9,0.9,0.7,0.5,0.3,0.4
SORBI_3009G049200,SORBI_3009G049200,38,19,41,27,5,45
SORBI_3009G049300,SORBI_3009G049300,98,94,63,65,58,84
SORBI_3009G049400,SORBI_3009G049400,125,85,144,144,55,156
SORBI_3009G049500,SORBI_3009G049500,,3,2,20,6,
SORBI_3009G049600,SORBI_3009G049600,,,0.3,2,,0.1
SORBI_3009G049701,SORBI_3009G049701,,16,,,0.4,
SORBI_3009G049800,SORBI_3009G049800,0.1,0.2,1,11,0.1,0.1
SORBI_3009G049900,SORBI_3009G049900,2,2,0.2,0.7,9,1
SORBI_3009G050000,SORBI_3009G050000,34,30,41,28,12,28
SORBI_3009G050100,SORBI_3009G050100,153,66,135,98,49,155
SORBI_3009G050200,SORBI_3009G050200,57,35,45,30,22,60
SORBI_3009G050300,SORBI_3009G050300,725,351,597,677,221,835
SORBI_3009G050400,SORBI_3009G050400,57,25,18,44,10,60
SORBI_3009G050500,SORBI_3009G050500,44,56,59,42,21,33
SORBI_3009G050600,SORBI_3009G050600,12,22,3,45,25,9
SORBI_3009G050700,SORBI_3009G050700,201,158,157,283,150,238
SORBI_3009G050800,SORBI_3009G050800,,0.5,,,,
SORBI_3009G050900,SORBI_3009G050900,56,41,48,42,28,53
SORBI_3009G051001,SORBI_3009G051001,,0.3,,,,
SORBI_3009G051201,SORBI_3009G051201,,,1,,,
SORBI_3009G051301,SORBI_3009G051301,,,2,,,
SORBI_3009G051400,SORBI_3009G051400,0.3,,,,,0.5
SORBI_3009G051500,SORBI_3009G051500,14,16,11,9,8,16
SORBI_3009G051600,SORBI_3009G051600,100,190,164,268,96,104
SORBI_3009G051700,SORBI_3009G051700,70,88,78,135,59,71
SORBI_3009G051800,SORBI_3009G051800,3,3,4,0.9,1,3
SORBI_3009G051900,SORBI_3009G051900,0.6,0.8,0.1,0.5,0.6,0.3
SORBI_3009G052000,SORBI_3009G052000,5,1,1,4,2,7
SORBI_3009G052100,SORBI_3009G052100,73,31,73,41,10,91
SORBI_3009G052200,SORBI_3009G052200,64,34,392,108,24,88
SORBI_3009G052300,SORBI_3009G052300,10,0.9,4,0.7,0.1,8
SORBI_3009G052400,SORBI_3009G052400,0.2,3,27,,,
SORBI_3009G052500,SORBI_3009G052500,77,25,33,21,15,79
SORBI_3009G052600,SORBI_3009G052600,298,148,1441,226,133,407
SORBI_3009G052700,SORBI_3009G052700,23,8,17,4,20,18
SORBI_3009G052800,SORBI_3009G052800,,,,2,,
SORBI_3009G053001,SORBI_3009G053001,,1,,,,
SORBI_3009G053101,SORBI_3009G053101,35,5,43,3,3,34
SORBI_3009G053201,SORBI_3009G053201,1,0.1,0.9,0.1,0.8,2
SORBI_3009G053300,SORBI_3009G053300,77,0.6,41,2,0.4,51
SORBI_3009G053400,SORBI_3009G053400,26,7,10,3,3,24
SORBI_3009G053500,SORBI_3009G053500,,,,,,0.3
SORBI_3009G053600,SORBI_3009G053600,3,35,0.8,19,25,2
SORBI_3009G053700,SORBI_3009G053700,3,,,,,4
SORBI_3009G053800,SORBI_3009G053800,2,0.3,1,0.5,0.2,3
SORBI_3009G053900,SORBI_3009G053900,60,53,89,62,38,68
SORBI_3009G054000,SORBI_3009G054000,99,130,98,99,51,102
SORBI_3009G054100,SORBI_3009G054100,1,20,2,61,17,0.9
SORBI_3009G054200,SORBI_3009G054200,8,3,6,3,2,8
SORBI_3009G054301,SORBI_3009G054301,5,25,3,64,32,6
SORBI_3009G054400,SORBI_3009G054400,23,15,16,5,2,18
SORBI_3009G054500,SORBI_3009G054500,2,6,6,3,1,2
SORBI_3009G054600,SORBI_3009G054600,24,85,39,79,38,34
SORBI_3009G054700,SORBI_3009G054700,91,57,51,50,34,88
SORBI_3009G054800,SORBI_3009G054800,346,217,344,363,154,443
SORBI_3009G054900,SORBI_3009G054900,5,22,3,2,41,6
SORBI_3009G055000,SORBI_3009G055000,0.4,0.1,0.2,0.1,,0.4
SORBI_3009G055100,SORBI_3009G055100,0.8,32,,40,4,0.9
SORBI_3009G055200,SORBI_3009G055200,4,3,8,5,2,5
SORBI_3009G055300,SORBI_3009G055300,0.1,0.1,0.5,375,0.1,0.1
SORBI_3009G055400,SORBI_3009G055400,57,35,54,61,30,61
SORBI_3009G055500,SORBI_3009G055500,0.7,2,0.4,0.2,0.9,0.4
SORBI_3009G055550,SORBI_3009G055550,15,9,4,9,10,14
SORBI_3009G055600,SORBI_3009G055600,40,33,49,34,26,36
SORBI_3009G055700,SORBI_3009G055700,0.3,,0.8,0.1,0.1,0.7
SORBI_3009G055800,SORBI_3009G055800,8,17,3,0.6,117,5
SORBI_3009G055900,SORBI_3009G055900,22,36,24,53,119,25
SORBI_3009G055966,SORBI_3009G055966,,0.1,,,,
SORBI_3009G056100,SORBI_3009G056100,,,0.9,,,
SORBI_3009G056200,SORBI_3009G056200,138,58,120,75,60,136
SORBI_3009G056300,SORBI_3009G056300,87,88,75,73,37,80
SORBI_3009G056400,SORBI_3009G056400,,78,,0.7,24,
SORBI_3009G056500,SORBI_3009G056500,50,39,26,40,23,40
SORBI_3009G056600,SORBI_3009G056600,0.3,1,,2,0.3,0.3
SORBI_3009G056700,SORBI_3009G056700,16,51,17,19,177,14
SORBI_3009G056800,SORBI_3009G056800,51,29,34,22,15,41
SORBI_3009G056900,SORBI_3009G056900,,0.1,0.4,,,
SORBI_3009G056950,SORBI_3009G056950,0.1,0.2,,,,
SORBI_3009G057000,SORBI_3009G057000,0.1,0.1,,,,
SORBI_3009G057100,SORBI_3009G057100,,,1,,,
SORBI_3009G057200,SORBI_3009G057200,21,8,19,7,6,23
SORBI_3009G057300,SORBI_3009G057300,52,54,74,88,40,50
SORBI_3009G057400,SORBI_3009G057400,2,0.2,0.6,0.8,,
SORBI_3009G057500,SORBI_3009G057500,41,55,58,64,28,48
SORBI_3009G057600,SORBI_3009G057600,5,7,0.7,0.3,2,6
SORBI_3009G057700,SORBI_3009G057700,13,17,12,11,18,12
SORBI_3009G057800,SORBI_3009G057800,44,10,47,0.1,0.6,42
SORBI_3009G057900,SORBI_3009G057900,67,54,50,20,39,52
SORBI_3009G058100,SORBI_3009G058100,8,1,3,2,0.2,11
SORBI_3009G058200,SORBI_3009G058200,0.3,,,,,
SORBI_3009G058300,SORBI_3009G058300,,,2,,,
SORBI_3009G058400,SORBI_3009G058400,0.1,,0.3,17,0.9,
SORBI_3009G058500,SORBI_3009G058500,15,9,15,8,5,17
SORBI_3009G058600,SORBI_3009G058600,,,3,8,0.3,
SORBI_3009G058800,SORBI_3009G058800,3,11,2,32,3,2
SORBI_3009G059000,SORBI_3009G059000,2,2,1,1,0.7,2
SORBI_3009G059100,SORBI_3009G059100,,1,17,0.5,1420,0.1
SORBI_3009G059200,SORBI_3009G059200,,,,,0.3,
SORBI_3009G059300,SORBI_3009G059300,35,56,27,26,394,32
SORBI_3009G059400,SORBI_3009G059400,53,75,107,62,36,55
SORBI_3009G059500,SORBI_3009G059500,81,71,95,235,39,78
SORBI_3009G059600,SORBI_3009G059600,95,9,47,13,7,76
SORBI_3009G059700,SORBI_3009G059700,26,41,15,26,18,13
SORBI_3009G059800,SORBI_3009G059800,,5,,,,
SORBI_3009G059866,SORBI_3009G059866,,3,,,,
SORBI_3009G059932,SORBI_3009G059932,,6,,,,
SORBI_3009G060000,SORBI_3009G060000,,2,,,,
SORBI_3009G060100,SORBI_3009G060100,,44,4,0.2,,
SORBI_3009G060300,SORBI_3009G060300,3,9,35,0.2,18,4
SORBI_3009G060400,SORBI_3009G060400,45,15,23,26,10,41
SORBI_3009G060501,SORBI_3009G060501,0.8,3,14,4,0.5,0.8
SORBI_3009G060600,SORBI_3009G060600,0.7,0.3,12,3,0.2,
SORBI_3009G060700,SORBI_3009G060700,0.3,0.2,5,28,0.2,0.4
SORBI_3009G060800,SORBI_3009G060800,5,2,1,2,0.8,6
SORBI_3009G061000,SORBI_3009G061000,18,12,26,16,6,17
SORBI_3009G061200,SORBI_3009G061200,,,,2,2,0.1
SORBI_3009G061300,SORBI_3009G061300,1,0.2,2,0.2,,1
SORBI_3009G061400,SORBI_3009G061400,11,0.6,3,18,4,19
SORBI_3009G061500,SORBI_3009G061500,6,6,,,0.8,6
SORBI_3009G061601,SORBI_3009G061601,3,2,0.7,,0.3,2
SORBI_3009G061700,SORBI_3009G061700,2,0.3,0.1,,,2
SORBI_3009G061800,SORBI_3009G061800,,,2,,,
SORBI_3009G061900,SORBI_3009G061900,,,14,,,
SORBI_3009G062000,SORBI_3009G062000,126,272,342,228,128,170
SORBI_3009G062300,SORBI_3009G062300,,,2,,,
SORBI_3009G062400,SORBI_3009G062400,17,72,11,21,181,15
SORBI_3009G062500,SORBI_3009G062500,28,13,47,3,25,28
SORBI_3009G062600,SORBI_3009G062600,0.1,83,,,0.1,0.1
SORBI_3009G062701,SORBI_3009G062701,0.8,0.3,0.9,0.6,2,0.7
SORBI_3009G062800,SORBI_3009G062800,13,10,70,25,294,15
SORBI_3009G062900,SORBI_3009G062900,30,11,20,17,10,28
SORBI_3009G063100,SORBI_3009G063100,40,16,42,22,23,56
SORBI_3009G063200,SORBI_3009G063200,16,31,6,3,3,20
SORBI_3009G063301,SORBI_3009G063301,18,76,32,56,89,18
SORBI_3009G063400,SORBI_3009G063400,88,185,175,678,325,101
SORBI_3009G063450,SORBI_3009G063450,8,2,2,0.8,0.3,10
SORBI_3009G063500,SORBI_3009G063500,6,1,2,0.5,0.4,6
SORBI_3009G063700,SORBI_3009G063700,2,7,0.5,0.3,0.1,0.4
SORBI_3009G063800,SORBI_3009G063800,34,23,38,30,12,38
SORBI_3009G063900,SORBI_3009G063900,18,40,73,18,8,21
SORBI_3009G064000,SORBI_3009G064000,300,100,124,58,25,264
SORBI_3009G064100,SORBI_3009G064100,9,4,0.7,14,2,5
SORBI_3009G064200,SORBI_3009G064200,4,44,21,5,0.8,6
SORBI_3009G064300,SORBI_3009G064300,0.7,3,,2,0.5,0.2
SORBI_3009G064400,SORBI_3009G064400,,1,0.2,4,2,
SORBI_3009G064500,SORBI_3009G064500,,0.9,,0.3,0.2,
SORBI_3009G064600,SORBI_3009G064600,1,2,0.1,4,1,2
SORBI_3009G064700,SORBI_3009G064700,,,0.6,,,
SORBI_3009G064766,SORBI_3009G064766,,66,,10,33,
SORBI_3009G064832,SORBI_3009G064832,,0.2,,,,
SORBI_3009G064900,SORBI_3009G064900,42,19,22,17,11,51
SORBI_3009G065000,SORBI_3009G065000,11,23,5,17,9,9
SORBI_3009G065100,SORBI_3009G065100,102,38,43,42,36,80
SORBI_3009G065200,SORBI_3009G065200,28,18,40,24,23,25
SORBI_3009G065300,SORBI_3009G065300,11,2,3,29,3,5
SORBI_3009G065400,SORBI_3009G065400,108,76,87,94,42,112
SORBI_3009G065500,SORBI_3009G065500,2,0.1,2,1,0.5,0.6
SORBI_3009G065600,SORBI_3009G065600,4,38,13,82,16,4
SORBI_3009G065700,SORBI_3009G065700,,,0.7,104,,
SORBI_3009G065800,SORBI_3009G065800,,,,28,,
SORBI_3009G065900,SORBI_3009G065900,34,24,50,31,18,27
SORBI_3009G066000,SORBI_3009G066000,,0.5,,,,
SORBI_3009G066100,SORBI_3009G066100,1,10,0.5,,2,0.3
SORBI_3009G066200,SORBI_3009G066200,23,48,7,11,37,18
SORBI_3009G066300,SORBI_3009G066300,,,0.6,,,0.2
SORBI_3009G066400,SORBI_3009G066400,21,4,18,4,4,20
SORBI_3009G066500,SORBI_3009G066500,36,5,10,2,6,57
SORBI_3009G066600,SORBI_3009G066600,21,25,6,0.6,4,17
SORBI_3009G066700,SORBI_3009G066700,29,0.5,3,0.1,0.2,15
SORBI_3009G066800,SORBI_3009G066800,0.7,4,25,1,0.4,0.5
SORBI_3009G066850,SORBI_3009G066850,0.4,,,,,
SORBI_3009G066900,SORBI_3009G066900,374,103,272,105,88,305
SORBI_3009G067000,SORBI_3009G067000,212,109,279,228,70,257
SORBI_3009G067100,SORBI_3009G067100,,71,,,,0.1
SORBI_3009G067200,SORBI_3009G067200,13,10,13,11,6,10
SORBI_3009G067301,SORBI_3009G067301,28,6,12,23,16,28
SORBI_3009G067400,SORBI_3009G067400,6,0.6,3,3,1,0.7
SORBI_3009G067450,SORBI_3009G067450,,,,0.3,,
SORBI_3009G067501,SORBI_3009G067501,3,1,,1,2,4
