GeneID	GeneName	leaf	early_infl	emer_infl	seed_5DAP	seed_10DAP	anther	pistil	embryo	endosperm
SORBI_3001G325600	SORBI_3001G325600	1	2	3			1			2
SORBI_3001G325700	SORBI_3001G325700	337	15	31	27	12	24	24	30	19
SORBI_3001G325850	SORBI_3001G325850			1			6			
SORBI_3001G326000	SORBI_3001G326000				3	92			5	319
SORBI_3001G326100	SORBI_3001G326100	7	9	14	13	6	10	10	11	6
SORBI_3001G326200	SORBI_3001G326200		2	1		1				1
SORBI_3001G326300	SORBI_3001G326300	8	11	15	9	9	13	10	13	9
SORBI_3001G326500	SORBI_3001G326500			1	2		1	3		1
SORBI_3001G326600	SORBI_3001G326600	1	4	5	5	3	4	10	8	3
SORBI_3001G326900	SORBI_3001G326900	25	9	9	10	7	12	11	13	6
SORBI_3001G327000	SORBI_3001G327000		8	8	10	3	14	7	6	2
SORBI_3001G327100	SORBI_3001G327100		13	8	7		17	13	9	
SORBI_3001G327300	SORBI_3001G327300		4	4	4	2	3	4	16	
SORBI_3001G327400	SORBI_3001G327400		2				1			
SORBI_3001G327700	SORBI_3001G327700	1	9	6	8	1	7	7	6	
SORBI_3001G327800	SORBI_3001G327800	80	19	39	17	12	68	21	12	9
SORBI_3001G327900	SORBI_3001G327900	3	7	1				3	4	
SORBI_3001G328000	SORBI_3001G328000	1	3	2	1		1	1	6	
SORBI_3001G328100	SORBI_3001G328100		24	31	13	4		7	1	11
SORBI_3001G328200	SORBI_3001G328200	21	15	29	22	17	19	10	12	18
SORBI_3001G328350	SORBI_3001G328350									1
SORBI_3001G328500	SORBI_3001G328500	51	27	22	76	8	14	91	15	8
SORBI_3001G328650	SORBI_3001G328650		1	1	2		2		1	
SORBI_3001G328900	SORBI_3001G328900				56	48				93
SORBI_3001G329001	SORBI_3001G329001	7	16	19	16	9	32	17	12	11
SORBI_3001G329100	SORBI_3001G329100	134	58	77	110	48	40	128	18	60
SORBI_3001G329200	SORBI_3001G329200			93			1686	11		
SORBI_3001G329300	SORBI_3001G329300	615	1036	914	1359	452	327	1544	720	536
SORBI_3001G329400	SORBI_3001G329400	117		1	3	2	10	4	1	4
SORBI_3001G329600	SORBI_3001G329600		1				2			
SORBI_3001G329701	SORBI_3001G329701	3	6	5	6	3	5	6	4	2
SORBI_3001G329800	SORBI_3001G329800	7	36	19	59	22	18	42	12	7
SORBI_3001G330000	SORBI_3001G330000	45	79	47	44	34	56	89	42	31
SORBI_3001G330100	SORBI_3001G330100				1					
SORBI_3001G330500	SORBI_3001G330500		14	2	14		1	26		
SORBI_3001G330600	SORBI_3001G330600				2	64			2	73
SORBI_3001G330700	SORBI_3001G330700	32	52	31	63	23	44	51	98	43
SORBI_3001G330775	SORBI_3001G330775						2			
SORBI_3001G330850	SORBI_3001G330850		55	21	51	2		91	15	2
SORBI_3001G330925	SORBI_3001G330925	1			1					
SORBI_3001G331000	SORBI_3001G331000	2								
SORBI_3001G331100	SORBI_3001G331100		19	3	7	2		18	9	1
SORBI_3001G331200	SORBI_3001G331200		4	2		1	20		2	
SORBI_3001G331500	SORBI_3001G331500	25								
SORBI_3001G331600	SORBI_3001G331600	52	14	19	31	13	27	34	19	20
SORBI_3001G331700	SORBI_3001G331700		8					10		
SORBI_3001G331800	SORBI_3001G331800		11	8	2		3	17	7	
SORBI_3001G331900	SORBI_3001G331900	3	9	7	10	2	6	9	5	4
SORBI_3001G332000	SORBI_3001G332000			246			5245	40	1	
SORBI_3001G332100	SORBI_3001G332100						4			
SORBI_3001G332200	SORBI_3001G332200						3280	10		
SORBI_3001G332300	SORBI_3001G332300	9	17	18	21	10	35	23	26	9
SORBI_3001G332400	SORBI_3001G332400		2	1	1		125	2	2	
SORBI_3001G332500	SORBI_3001G332500	22	26	28	36	12	7	34	27	16
SORBI_3001G332700	SORBI_3001G332700	4	7	13	12	5	19	9	11	3
SORBI_3001G332933	SORBI_3001G332933				1		2		1	
SORBI_3001G333000	SORBI_3001G333000	23	7	12	5	2	6	5	7	1
SORBI_3001G333100	SORBI_3001G333100	20	39	45	38	15	41	33	31	9
SORBI_3001G333200	SORBI_3001G333200	5	7	6	4	3	6	7	9	3
SORBI_3001G333300	SORBI_3001G333300	1	4	3	2	1		5	2	
SORBI_3001G333400	SORBI_3001G333400		8	8	1					
SORBI_3001G333500	SORBI_3001G333500	60	21	54	29	33	61	35	81	33
SORBI_3001G333600	SORBI_3001G333600	17	17	17	32	7	18	25	15	5
SORBI_3001G333700	SORBI_3001G333700			3			125	1		
SORBI_3001G333800	SORBI_3001G333800	45	26	24	22	9	12	28	15	10
SORBI_3001G333900	SORBI_3001G333900	5	17	16	19	4	3	27	38	6
SORBI_3001G334100	SORBI_3001G334100	5	14	16	22	14	17	19	27	12
SORBI_3001G334300	SORBI_3001G334300	52	266	144	377	117	172	241	203	88
SORBI_3001G334400	SORBI_3001G334400	3	22	19	31	19	8	23	16	16
SORBI_3001G334501	SORBI_3001G334501		623	15		1			5	
SORBI_3001G334600	SORBI_3001G334600	11	22	29	20	12	8	22	27	8
SORBI_3001G334700	SORBI_3001G334700	7	17	18	9	6	6	10	16	3
SORBI_3001G334900	SORBI_3001G334900	16	57	49	72	5	8	45	31	8
SORBI_3001G335000	SORBI_3001G335000	20	50	52	56	14	97	55	62	8
SORBI_3001G335100	SORBI_3001G335100	2	10	5	6	3	3	20	18	4
SORBI_3001G335201	SORBI_3001G335201	8	26	15	18	8	24	24	11	6
SORBI_3001G335300	SORBI_3001G335300	5	21	25	25	9	12	22	34	7
SORBI_3001G335400	SORBI_3001G335400	27	42	24	37	8	6	71	12	19
SORBI_3001G335500	SORBI_3001G335500	15	73	44	70	28	39	69	36	46
SORBI_3001G335700	SORBI_3001G335700		1	1		1			2	
SORBI_3001G335800	SORBI_3001G335800		12	6	16	2		42	15	
SORBI_3001G335900	SORBI_3001G335900	17	91	71	71	29	57	71	72	13
SORBI_3001G336050	SORBI_3001G336050	116	1621	977	1028	787	900	1285	2310	571
SORBI_3001G336200	SORBI_3001G336200	5	35		2	14		1	133	3
SORBI_3001G336400	SORBI_3001G336400		1				4		1	
SORBI_3001G336450	SORBI_3001G336450						2			
SORBI_3001G336500	SORBI_3001G336500	6	53	24	10	3	7	32	2	2
SORBI_3001G336600	SORBI_3001G336600		1							
SORBI_3001G336700	SORBI_3001G336700	4	19	173	2	1		2		
SORBI_3001G336800	SORBI_3001G336800	1		7						
SORBI_3001G336900	SORBI_3001G336900						5			
SORBI_3001G337100	SORBI_3001G337100			2			19			
SORBI_3001G337200	SORBI_3001G337200			1			12		1	3
SORBI_3001G337300	SORBI_3001G337300		2					2	1	
SORBI_3001G337400	SORBI_3001G337400		12	7	8	1		5	4	2
SORBI_3001G337600	SORBI_3001G337600	18	2	10	8	2	8	4	2	6
SORBI_3001G338000	SORBI_3001G338000			1				3	2	
SORBI_3001G338100	SORBI_3001G338100	4	18	5	3	1	3	4	2	2
SORBI_3001G338400	SORBI_3001G338400	10	26	28	28	12	34	21	18	11
SORBI_3001G338500	SORBI_3001G338500	37	27	15	9	10	6	10	11	12
SORBI_3001G338600	SORBI_3001G338600				25	17	3	7	4	16
SORBI_3001G338700	SORBI_3001G338700	69	3	4	2		2	6	1	
SORBI_3001G338800	SORBI_3001G338800	16	74	65	41	8	21	60	107	8
SORBI_3001G338900	SORBI_3001G338900								8	
SORBI_3001G339100	SORBI_3001G339100	94	28	22	15	8	2	32	7	4
SORBI_3001G339200	SORBI_3001G339200	4			4					
SORBI_3001G339300	SORBI_3001G339300	5			8			2		
SORBI_3001G339400	SORBI_3001G339400	4	91	123	20	6	29	101	14	2
SORBI_3001G339500	SORBI_3001G339500	140	73	68	84	23	29	67	74	36
SORBI_3001G339600	SORBI_3001G339600	25	31	27	18	8	1	20	3	3
SORBI_3001G339700	SORBI_3001G339700	7	31	22	42	9	42	53	23	10
SORBI_3001G339801	SORBI_3001G339801	85	13	8	3	6	4	55	17	33
SORBI_3001G339900	SORBI_3001G339900	4	6	6	8	3	3	7	4	4
SORBI_3001G340000	SORBI_3001G340000	23	74	80	60	25	77	81	71	15
SORBI_3001G340100	SORBI_3001G340100			2			1	2	1	
SORBI_3001G340200	SORBI_3001G340200	8	13	7	10	15	3	10	43	11
SORBI_3001G340300	SORBI_3001G340300	16	27	34	33	26	67	38	43	23
SORBI_3001G340500	SORBI_3001G340500	77	157	162	300	81	64	178	89	84
SORBI_3001G340600	SORBI_3001G340600	62	7	17	17	3	1	8	7	3
SORBI_3001G340700	SORBI_3001G340700	19	32	25	38	19	12	56	31	22
SORBI_3001G340800	SORBI_3001G340800	1	15	19	7	3	165	10	11	1
SORBI_3001G340900	SORBI_3001G340900		11	4	32	8	17	11	4	2
SORBI_3001G341001	SORBI_3001G341001				1	3				7
SORBI_3001G341100	SORBI_3001G341100	2		4	6	20			1	16
SORBI_3001G341200	SORBI_3001G341200				11					
SORBI_3001G341300	SORBI_3001G341300	1	36	52	1	5		20	1	4
SORBI_3001G341400	SORBI_3001G341400					1				
SORBI_3001G341500	SORBI_3001G341500	22	56	38	67	19	62	81	39	13
SORBI_3001G341600	SORBI_3001G341600	3	2		3		3	3	1	
SORBI_3001G341700	SORBI_3001G341700		66	5	2			13	6	
SORBI_3001G341800	SORBI_3001G341800	36	65	61	36	19	23	40	21	10
SORBI_3001G341900	SORBI_3001G341900	3	8	7	7	4	9	5	67	6
SORBI_3001G342101	SORBI_3001G342101			3			9			
SORBI_3001G342200	SORBI_3001G342200	11	30	38	39	13	65	27	29	16
SORBI_3001G342400	SORBI_3001G342400		12	9	3		6	16	4	
SORBI_3001G342600	SORBI_3001G342600	241	257	262	305	111	69	240	105	140
SORBI_3001G342800	SORBI_3001G342800	50	11	15	23	10	14	19	4	7
SORBI_3001G342900	SORBI_3001G342900	29	37	61	58	20	203	65	189	22
SORBI_3001G343000	SORBI_3001G343000	8	80	65	65	39	111	69	57	20
SORBI_3001G343400	SORBI_3001G343400	2								
SORBI_3001G343900	SORBI_3001G343900	129	101	141	97	28	29	59	28	40
SORBI_3001G344000	SORBI_3001G344000	16	155	49	87	16	14	312	106	26
SORBI_3001G344150	SORBI_3001G344150			1				2		2
SORBI_3001G344300	SORBI_3001G344300					2			38	2
SORBI_3001G344400	SORBI_3001G344400	315	68	852	69	24	114	75	103	21
SORBI_3001G344450	SORBI_3001G344450	1	3	5	5	1	2	4	3	1
SORBI_3001G344500	SORBI_3001G344500	76	1566	1322	167	435	2	523	523	171
SORBI_3001G344600	SORBI_3001G344600	276								
SORBI_3001G344700	SORBI_3001G344700	2		7	11	1	4	50		
SORBI_3001G344800	SORBI_3001G344800	6	4	9	19		6	31		
SORBI_3001G344900	SORBI_3001G344900	28	1	14	16		22	23		
SORBI_3001G345000	SORBI_3001G345000	3	3	4	7	2	3	8		1
SORBI_3001G345100	SORBI_3001G345100	57	18	22	11	9	100	16	9	5
SORBI_3001G345200	SORBI_3001G345200		65	2	1	1	1	2	10	
SORBI_3001G345300	SORBI_3001G345300		3				40			
SORBI_3001G345366	SORBI_3001G345366	6	4	3			1	1	1	
SORBI_3001G345400	SORBI_3001G345400	34	25	5	1	2	4	12	3	7
SORBI_3001G345500	SORBI_3001G345500						5			1
SORBI_3001G345600	SORBI_3001G345600				11					
SORBI_3001G345700	SORBI_3001G345700				4					
SORBI_3001G345800	SORBI_3001G345800				8					
SORBI_3001G346000	SORBI_3001G346000	3		6						
SORBI_3001G346100	SORBI_3001G346100	34	34	128	12	5	8	10	12	2
SORBI_3001G346200	SORBI_3001G346200		7	2	1	1		4	1	3
SORBI_3001G346300	SORBI_3001G346300	12	37	32	36	21	14	35	40	26
SORBI_3001G346500	SORBI_3001G346500		5	6	24	8	28	11	1	1
SORBI_3001G346600	SORBI_3001G346600	22	30	41	42	15	54	37	38	16
SORBI_3001G346700	SORBI_3001G346700	8	46	47	46	31	35	43	39	25
SORBI_3001G346900	SORBI_3001G346900	8	22	21	23	14	14	24	42	12
SORBI_3001G347100	SORBI_3001G347100		2	1	2			1	1	
SORBI_3001G347201	SORBI_3001G347201		4					5	1	
SORBI_3001G347300	SORBI_3001G347300	44	60	85	71	39	53	65	71	31
SORBI_3001G347400	SORBI_3001G347400		11	14	9	7	9	11	7	13
SORBI_3001G347500	SORBI_3001G347500	37	101	86	45	44	94	100	58	31
SORBI_3001G347600	SORBI_3001G347600	11	8	19	6	5	1	8	2	16
SORBI_3001G347700	SORBI_3001G347700	5	23	22	24	9	40	28	16	8
SORBI_3001G347800	SORBI_3001G347800	5	17	18	24	8	2	24	18	3
SORBI_3001G347901	SORBI_3001G347901	47	142	109	248	57	111	125	87	67
SORBI_3001G348000	SORBI_3001G348000	1	23	23	30	4	42	32	31	4
SORBI_3001G348100	SORBI_3001G348100	10	58	44	49	22	31	64	54	11
SORBI_3001G348600	SORBI_3001G348600						186	2		
SORBI_3001G348800	SORBI_3001G348800									6
SORBI_3001G348900	SORBI_3001G348900	4	3	9	21	4		5	6	4
SORBI_3001G349400	SORBI_3001G349400	6	41	17	26	14	15	47	34	19
SORBI_3001G349500	SORBI_3001G349500	11	14	25	20	8	19	14	13	11
SORBI_3001G349600	SORBI_3001G349600				3					
SORBI_3001G349650	SORBI_3001G349650	10	190	59	34	14	14	112	56	9
SORBI_3001G349700	SORBI_3001G349700	18	193	76	110	24	24	132	69	18
SORBI_3001G349800	SORBI_3001G349800	1	24	5	4	3	6	10		4
SORBI_3001G349900	SORBI_3001G349900	5	10	9	15	4	3	13	7	3
SORBI_3001G350000	SORBI_3001G350000	9	6	5	5		1	7		
SORBI_3001G350100	SORBI_3001G350100						35			
SORBI_3001G350300	SORBI_3001G350300	3		1			1		2	
SORBI_3001G350400	SORBI_3001G350400	11	12	19	11	9	16	12	10	7
SORBI_3001G350501	SORBI_3001G350501	436	1419	792	830	387	195	1413	403	433
SORBI_3001G350600	SORBI_3001G350600	31	55	88	107	30	155	69	70	20
SORBI_3001G350700	SORBI_3001G350700	32	24	31	36	10	44	60	26	15
SORBI_3001G350900	SORBI_3001G350900	17	14	27	31	13	28	27	11	12
SORBI_3001G351000	SORBI_3001G351000	22	84	203	108	17	137	107	30	9
SORBI_3001G351100	SORBI_3001G351100	5	7	2	1			1		
SORBI_3001G351200	SORBI_3001G351200	4	4	4	1	1	3			
SORBI_3001G351400	SORBI_3001G351400	382	13	46	2					5
SORBI_3001G351500	SORBI_3001G351500	1					2			
SORBI_3001G351600	SORBI_3001G351600				5		558	2		
SORBI_3001G351700	SORBI_3001G351700	102	56	124	89	28	63	90	33	17
SORBI_3001G351800	SORBI_3001G351800	24	2	5						
SORBI_3001G351900	SORBI_3001G351900	21	39	130	16	35	22	16	16	29
SORBI_3001G352200	SORBI_3001G352200	18	3	5	6		1	5	3	
SORBI_3001G352300	SORBI_3001G352300		9	4	7			10	5	
SORBI_3001G352400	SORBI_3001G352400	343	103	75	311	102	166	346	187	119
SORBI_3001G352500	SORBI_3001G352500	3	143	157	37	23	59	93	80	18
SORBI_3001G352600	SORBI_3001G352600	38	337	281	191	71	34	296	139	119
SORBI_3001G352633	SORBI_3001G352633		4	3	2	1	2	1	1	
SORBI_3001G352666	SORBI_3001G352666								1	
SORBI_3001G352700	SORBI_3001G352700		11	2						
SORBI_3001G352800	SORBI_3001G352800	11	57	65	102	17	117	73	43	14
SORBI_3001G352900	SORBI_3001G352900	17	60	53	41	19	21	49	43	17
SORBI_3001G353000	SORBI_3001G353000	8	3	1				1		
SORBI_3001G353100	SORBI_3001G353100	20	18	5	1			2	1	
SORBI_3001G353200	SORBI_3001G353200	59	33	24	36	11	17	33	5	14
SORBI_3001G353250	SORBI_3001G353250	21	8	2	7	6	5	25	6	10
SORBI_3001G353300	SORBI_3001G353300	3	2	4	3	8	24	9	5	16
SORBI_3001G353400	SORBI_3001G353400	27		2	1				41	9
SORBI_3001G353501	SORBI_3001G353501	162	474	107	497	440	72	616	351	204
SORBI_3001G353600	SORBI_3001G353600	65	43	78	82	20	39	58	21	24
SORBI_3001G353700	SORBI_3001G353700	5	2	2	5		2	4	7	
SORBI_3001G353800	SORBI_3001G353800	10	4	6	6	2	2	7	3	2
SORBI_3001G353900	SORBI_3001G353900	1								
SORBI_3001G354501	SORBI_3001G354501	8	3	5	5	3	1	4		2
SORBI_3001G354600	SORBI_3001G354600	23	62	54	50	26	32	59	59	22
SORBI_3001G354700	SORBI_3001G354700	9	19	49	10	3	42	13	5	2
SORBI_3001G354800	SORBI_3001G354800								79	14
SORBI_3001G354900	SORBI_3001G354900		10		2	5		2	2	4
SORBI_3001G355000	SORBI_3001G355000	55	118	116	214	22	37	153	54	41
SORBI_3001G355100	SORBI_3001G355100	13	57	62	38	13	43	44	46	18
SORBI_3001G355200	SORBI_3001G355200	6	10	16	15	9	8	10	13	7
SORBI_3001G355300	SORBI_3001G355300			250	3		201			
SORBI_3001G355400	SORBI_3001G355400		3			2	2	5	2	1
SORBI_3001G355500	SORBI_3001G355500	3	9	7	8	3	9	11	8	6
SORBI_3001G355600	SORBI_3001G355600	66	11	13	14	20	11	21	35	23
SORBI_3001G355700	SORBI_3001G355700	8							2	
SORBI_3001G355800	SORBI_3001G355800	34	34	39	29	13	56	37	22	7
SORBI_3001G355900	SORBI_3001G355900		7					1	5	
SORBI_3001G356000	SORBI_3001G356000		2	1	2	3				2
SORBI_3001G356100	SORBI_3001G356100	3	8	9	10	4	17	7	8	2
SORBI_3001G356200	SORBI_3001G356200	11	29	38	28	5	167	20	23	3
SORBI_3001G356300	SORBI_3001G356300							1		
SORBI_3001G356400	SORBI_3001G356400		2							
SORBI_3001G356500	SORBI_3001G356500	39	54	49	50	45	48	57	58	30
SORBI_3001G356600	SORBI_3001G356600	28	65	60	54	35	47	76	59	25
SORBI_3001G356800	SORBI_3001G356800	4	1		1					
SORBI_3001G357000	SORBI_3001G357000						1			
SORBI_3001G357200	SORBI_3001G357200	24	43	59	82	23	5	68	28	18
SORBI_3001G357300	SORBI_3001G357300	163	118	192	165	52	95	120	103	43
SORBI_3001G357400	SORBI_3001G357400		2	12	6	1	92	3		1
SORBI_3001G357500	SORBI_3001G357500	9	1	5	6	3	7	4		1
SORBI_3001G357800	SORBI_3001G357800	12	1	2						
SORBI_3001G357900	SORBI_3001G357900			1			3		2	
SORBI_3001G358000	SORBI_3001G358000	9	9	10	13	5	8	6	14	6
SORBI_3001G358101	SORBI_3001G358101						7			
SORBI_3001G358200	SORBI_3001G358200		4	3	4			2	4	
SORBI_3001G358300	SORBI_3001G358300	16	19	31	37	9	9	35	24	8
SORBI_3001G358366	SORBI_3001G358366			1					2	
SORBI_3001G358500	SORBI_3001G358500	11	24	28	32	14	39	23	27	13
SORBI_3001G358600	SORBI_3001G358600	8	17	20	21	8	10	21	26	12
SORBI_3001G358800	SORBI_3001G358800	3	34	21	19	12	7	46	34	9
SORBI_3001G358900	SORBI_3001G358900		9	7	3	1				
SORBI_3001G359000	SORBI_3001G359000		17	9			12			
SORBI_3001G359100	SORBI_3001G359100			187			47			
SORBI_3001G359200	SORBI_3001G359200	82	9	142	13	33	3			49
SORBI_3001G359300	SORBI_3001G359300	123		2					4	
SORBI_3001G359400	SORBI_3001G359400	19	8	9	3	4		2	5	4
SORBI_3001G359500	SORBI_3001G359500	13	4	47	44	12	6	29	1	16
SORBI_3001G359601	SORBI_3001G359601						20			
SORBI_3001G359700	SORBI_3001G359700		43	65	5	25	3	1	1	35
SORBI_3001G359800	SORBI_3001G359800	5	17	12	17	9	22	28	10	10
SORBI_3001G359900	SORBI_3001G359900	5	7	6	4	3	6	7	5	2
SORBI_3001G360000	SORBI_3001G360000	27	42	54	28	25	59	47	90	28
SORBI_3001G360200	SORBI_3001G360200	41	59	87	99	41	49	75	78	52
SORBI_3001G360300	SORBI_3001G360300								2	
SORBI_3001G360500	SORBI_3001G360500		1	13						
SORBI_3001G360600	SORBI_3001G360600	41	12	34	27	53	14	17	14	74
SORBI_3001G360700	SORBI_3001G360700	4	26	56	5	2	4	3		
SORBI_3001G360800	SORBI_3001G360800		1	13						
SORBI_3001G360900	SORBI_3001G360900	23	51	55	56	23	16	53	62	24
SORBI_3001G361000	SORBI_3001G361000	2	3	2	4	3	6	3	3	4
SORBI_3001G361100	SORBI_3001G361100			2			2	4	2	
SORBI_3001G361200	SORBI_3001G361200	2	19	24	18	5	20	19	13	2
SORBI_3001G361300	SORBI_3001G361300	24	53	75	71	39	20	68	21	15
SORBI_3001G361600	SORBI_3001G361600	5	82	57	103	13	38	53	74	10
SORBI_3001G361700	SORBI_3001G361700	138	27	71	42	29	43	43	46	22
SORBI_3001G361750	SORBI_3001G361750	3	2	3			2	2	1	
SORBI_3001G361800	SORBI_3001G361800		82	36	14	5	24	22	25	2
SORBI_3001G361900	SORBI_3001G361900	114	82	72	27	9	14	107	12	14
SORBI_3001G362001	SORBI_3001G362001	51	18	35	4	2	36	1	2	
SORBI_3001G362100	SORBI_3001G362100		14	23	2	2	1			
SORBI_3001G362200	SORBI_3001G362200	21	31	46	50	19	21	35	35	14
SORBI_3001G362300	SORBI_3001G362300	8	21	24	29	10	20	34	24	11
SORBI_3001G362400	SORBI_3001G362400	2	8	4	6	1	10	4	10	3
SORBI_3001G362500	SORBI_3001G362500		2	6			27			
SORBI_3001G362601	SORBI_3001G362601	3	3	4	4	2	2	4	5	
SORBI_3001G362701	SORBI_3001G362701	2	3	3	3		3	3	2	1
SORBI_3001G362800	SORBI_3001G362800	2	6	7	13	8	7	10	10	15
SORBI_3001G362900	SORBI_3001G362900				8	202			6	335
SORBI_3001G363000	SORBI_3001G363000	5	20	12	12	5	13	18	12	8
SORBI_3001G363100	SORBI_3001G363100	62	41	58	6	20		49		20
SORBI_3001G363200	SORBI_3001G363200	7								
SORBI_3001G363300	SORBI_3001G363300	8	2	5	3	7	2	1		25
SORBI_3001G363500	SORBI_3001G363500	10	21	29	14	8	17	20	20	7
SORBI_3001G363700	SORBI_3001G363700	23		8	6	16	1	1		2
SORBI_3001G364100	SORBI_3001G364100	183	10	8	8	5	2	20	2	3
SORBI_3001G364200	SORBI_3001G364200	4		1			4		3	
SORBI_3001G364300	SORBI_3001G364300			5			15			
SORBI_3001G364500	SORBI_3001G364500	75	129	112	125	33	84	137	100	39
SORBI_3001G364600	SORBI_3001G364600	117	158	125	148	57	185	149	104	52
SORBI_3001G364700	SORBI_3001G364700						74	2		
SORBI_3001G364800	SORBI_3001G364800	13	11	58	22	11	68	11	15	5
SORBI_3001G364900	SORBI_3001G364900		1	9	3		12	3		
SORBI_3001G365000	SORBI_3001G365000		6	6	7	6				2
SORBI_3001G365100	SORBI_3001G365100			1						
SORBI_3001G365200	SORBI_3001G365200	37	86	110	73	47	94	71	69	32
SORBI_3001G365266	SORBI_3001G365266		7	3	5	1	2	10	6	
SORBI_3001G365400	SORBI_3001G365400	1	2				2	1		1
SORBI_3001G365500	SORBI_3001G365500	2	2	5	3		2	2	2	2
SORBI_3001G365600	SORBI_3001G365600	19	46	60	34	18	31	35	26	21
SORBI_3001G365700	SORBI_3001G365700		20	24	25	4	132	19	18	2
SORBI_3001G365800	SORBI_3001G365800	77	194	118	109	35	69	107	54	38
SORBI_3001G365900	SORBI_3001G365900	30	57	49	39	26	23	50	42	21
SORBI_3001G366000	SORBI_3001G366000		258	10			2			
SORBI_3001G366300	SORBI_3001G366300		4	4	9	3	5	6	47	1
SORBI_3001G366401	SORBI_3001G366401							1	2	
SORBI_3001G366500	SORBI_3001G366500	4	2	2				12		
SORBI_3001G366600	SORBI_3001G366600	1	8	7	9	2	4	12	27	2
SORBI_3001G366700	SORBI_3001G366700		11	20	6	2	296	4	2	
SORBI_3001G366800	SORBI_3001G366800	12	43	46	26	12	10	32	31	6
SORBI_3001G366900	SORBI_3001G366900			2						
SORBI_3001G367000	SORBI_3001G367000	33	55	60	72	32	75	72	49	33
SORBI_3001G367100	SORBI_3001G367100	10	94	56	58	23	18	90	50	25
SORBI_3001G367301	SORBI_3001G367301	1	9	8	11	1	96	10	9	1
SORBI_3001G367500	SORBI_3001G367500	13	47	21	15	9	11	29	11	4
SORBI_3001G367600	SORBI_3001G367600	2								
SORBI_3001G367700	SORBI_3001G367700	10	29	22	20	18	18	21	30	74
SORBI_3001G367800	SORBI_3001G367800	4	14	22	11	8	24	19	20	12
SORBI_3001G367900	SORBI_3001G367900	3	7	7	4	2		3		
SORBI_3001G368100	SORBI_3001G368100	2	16	13	14	5	6	13	17	3
SORBI_3001G368300	SORBI_3001G368300	12	42	18	20	20	10	52	56	9
SORBI_3001G368400	SORBI_3001G368400	13	10	25	8	3	2	12	5	8
SORBI_3001G368500	SORBI_3001G368500	346	62	160	151	48	20	56	27	74
SORBI_3001G368600	SORBI_3001G368600	131	3	6	10	4	8	11	14	6
SORBI_3001G368700	SORBI_3001G368700		1	1	2	1		1	2	1
SORBI_3001G368800	SORBI_3001G368800		11	10	19	4	3	11	11	3
SORBI_3001G368900	SORBI_3001G368900	6	23	2	4	21		14	8	54
SORBI_3001G369000	SORBI_3001G369000	48	238	181	124	82	164	187	147	57
SORBI_3001G369101	SORBI_3001G369101			2						
SORBI_3001G369200	SORBI_3001G369200		3	2			2			
SORBI_3001G369401	SORBI_3001G369401								1	
SORBI_3001G369500	SORBI_3001G369500	5	38	16	13	6				11
SORBI_3001G369550	SORBI_3001G369550	2	10	4	5	2				3
SORBI_3001G369600	SORBI_3001G369600		4	4						
SORBI_3001G369800	SORBI_3001G369800		18	11	12	8	2	15	9	3
SORBI_3001G369900	SORBI_3001G369900	2	8	7	11	7	1	8	6	3
SORBI_3001G370000	SORBI_3001G370000	1	60	21	22	10	8	28	3	6
SORBI_3001G370100	SORBI_3001G370100	12	24	24	19	10	41	24	14	8
SORBI_3001G370200	SORBI_3001G370200						14			
SORBI_3001G370300	SORBI_3001G370300	9	25	27	31	15	15	35	29	15
SORBI_3001G370400	SORBI_3001G370400		8	13	5	4	157	6	6	2
SORBI_3001G370500	SORBI_3001G370500	20	55	54	70	16	24	55	63	32
SORBI_3001G370600	SORBI_3001G370600	260	224	160	1125	112	155	732	161	102
SORBI_3001G370700	SORBI_3001G370700	21	60	61	96	36	113	68	76	34
SORBI_3001G370800	SORBI_3001G370800	15	17	32	42	15	35	23	13	19
SORBI_3001G370900	SORBI_3001G370900	26	40	67	39	25	56	41	46	21
SORBI_3001G371000	SORBI_3001G371000	37	117	104	136	93	80	142	189	118
SORBI_3001G371100	SORBI_3001G371100	37	213	184	246	75	68	204	295	50
SORBI_3001G371200	SORBI_3001G371200	5	10	11	11	4	7	10	10	3
SORBI_3001G371300	SORBI_3001G371300	40	52	40	47	21	22	71	32	23
SORBI_3001G371400	SORBI_3001G371400	95	408	274	564	109	100	448	282	109
SORBI_3001G371650	SORBI_3001G371650					1		4	3	1
SORBI_3001G371700	SORBI_3001G371700	7	31	17	22	12	4	29	23	8
SORBI_3001G371750	SORBI_3001G371750		1	2			3		2	
SORBI_3001G371800	SORBI_3001G371800		2			1				2
SORBI_3001G371900	SORBI_3001G371900	118	257	253	486	107	89	353	449	95
SORBI_3001G372000	SORBI_3001G372000	36	49	52	33	17	20	34	18	16
SORBI_3001G372100	SORBI_3001G372100	7	43	23	7	7		146	16	24
SORBI_3001G372200	SORBI_3001G372200	2	7	7	7	4	5	11	11	2
SORBI_3001G372400	SORBI_3001G372400		5		2	2	5	11	4	2
SORBI_3001G372500	SORBI_3001G372500	145	36	112	86	15	68	29	11	21
SORBI_3001G372600	SORBI_3001G372600	18	6	4	8	2		8	2	2
SORBI_3001G372700	SORBI_3001G372700	28	10	28	17	8	7	18	3	17
SORBI_3001G372800	SORBI_3001G372800	16	120	126	133	45	59	99	306	37
SORBI_3001G372900	SORBI_3001G372900	2	48	20	30	21	2	38	43	14
