1	-7.235869592	18.34476981	3.193147238
1	-7.566348663	88.60509237	-5.884033584
1	5.349071866	53.18863993	6.544865969
1	5.288355956	-30.62933335	-7.709419129
1	-4.744866831	-33.35903746	-5.226988633
1	12.01533354	50.29836499	1.434151247
1	1.987444082	72.06559122	-4.564812696
1	-15.35576037	16.35594586	6.527758086
1	-0.925104254	-44.11728307	-0.494035073
1	4.226750295	-14.57225035	7.349978562
1	-6.468495113	-34.32246244	-3.510290223
1	-14.2957148	-60.49550774	7.466661547
1	2.999544423	-35.12531659	-0.694746503
1	1.665674366	-31.75332916	-2.190313961
1	-1.893032607	-18.29540465	0.957657186
1	0.089645094	-50.37954544	-3.222933007
1	2.433048845	0.842549337	12.33670811
1	-6.715047999	-47.4892705	7.279968772
1	-5.547645738	-18.42595027	-5.483691199
1	-1.096873759	-68.20290758	-0.725942505
1	-2.87953029	-3.286863285	8.562023064
1	-7.235869592	-9.273412955	7.856091008
1	-4.626796363	-52.94867873	-0.848459638
1	-1.074990806	-23.08250434	7.760761276
1	-4.090858104	-48.4055894	-1.688532704
1	2.433048845	-39.30015817	-0.686561997
1	4.695267213	-45.24127888	7.828378799
1	4.274747595	-10.23683794	-1.395411128
1	0.172729258	10.15565748	0.301633973
1	8.115171121	-43.95671224	-0.607800983
1	7.344245512	-44.2778539	-4.798178665
1	2.279573949	-40.58472481	-3.383778211
1	-2.017723134	-41.0664373	-2.982299718
1	3.200423324	-34.00132078	-6.320891613
1	-8.310193863	-40.10301232	-1.21017689
1	7.577995955	-36.57045406	0.303784834
1	-2.281682485	-57.28409114	-1.564601456
1	-5.197855918	-31.61143241	1.61954123
1	-2.783458266	-17.91462683	-9.194210107
1	-4.933746155	-34.96474576	-0.527581431
1	16.56322769	-23.88535849	-6.229003763
1	-0.943398863	16.41791985	-3.812207446
1	-0.665751048	-19.34955117	-8.375505987
1	5.502546762	-37.37330821	-4.078957805
1	-5.240695946	-2.850579754	-5.15260323
1	12.10196728	-42.51157477	-6.07877442
1	-6.35485645	-7.828275485	3.198981388
1	-11.14778649	-36.87021936	-5.583580427
1	-4.82526667	-0.442017303	-1.808177186
1	-6.755247918	2.448257638	3.429430282
1	-18.1325872	-14.41167952	9.384638105
1	-8.003244071	-53.91210371	5.922070539
1	1.159268414	-23.42446184	11.35043506
1	0.540795207	-34.80417493	5.415958094
1	-3.673127304	-21.31622521	1.792951424
1	6.269921241	-15.69624616	-6.472579493
1	1.051774783	-12.64540039	-3.400899925
